index,Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Duration,Total_Stops,Additional_Info,Price
1519,Jet Airways,9/06/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,9h 30m,1 stop,No info,14571.0
1520,SpiceJet,9/06/2019,Banglore,Delhi,BLR → DEL,21:10,2h 55m,non-stop,No info,3971.0
1521,Jet Airways,6/03/2019,Delhi,Cochin,DEL → BOM → COK,09:00,9h 50m,1 stop,No info,17024.0
1522,SpiceJet,15/05/2019,Kolkata,Banglore,CCU → BLR,17:10,2h 30m,non-stop,No check-in baggage included,3841.0
1523,Jet Airways,27/05/2019,Delhi,Cochin,DEL → BOM → COK,19:45,23h 15m,1 stop,In-flight meal not included,12898.0
1524,Jet Airways,6/06/2019,Delhi,Cochin,DEL → NAG → BOM → COK,14:35,13h 50m,2 stops,No info,13376.0
1525,Jet Airways,15/06/2019,Delhi,Cochin,DEL → IDR → BOM → COK,21:25,15h 10m,2 stops,In-flight meal not included,9905.0
1526,Multiple carriers,24/06/2019,Delhi,Cochin,DEL → BOM → COK,06:00,15h,1 stop,No info,7740.0
1527,Multiple carriers,21/05/2019,Delhi,Cochin,DEL → BOM → COK,06:00,6h 35m,1 stop,No info,9794.0
1528,Multiple carriers,27/06/2019,Delhi,Cochin,DEL → BOM → COK,07:30,11h 45m,1 stop,No info,8266.0
1529,IndiGo,6/03/2019,Delhi,Cochin,DEL → HYD → COK,06:40,15h 40m,1 stop,nan,6442.0
1530,Jet Airways,12/06/2019,Delhi,Cochin,DEL → BOM → COK,22:50,13h 45m,1 stop,nan,10262.0
1531,Jet Airways,1/03/2019,Mumbai,Hyderabad,BOM → HYD,07:10,1h 25m,non-stop,No info,17501.0
1532,Air India,24/05/2019,Banglore,Delhi,BLR → DEL,06:10,2h 45m,non-stop,No info,8273.0
1533,Air India,21/03/2019,Delhi,Cochin,DEL → LKO → BOM → COK,18:30,24h 45m,2 stops,No info,10703.0
1534,Multiple carriers,15/06/2019,Delhi,Cochin,DEL → BOM → COK,10:00,15h 30m,1 stop,No info,8510.0
1535,IndiGo,15/03/2019,Mumbai,Hyderabad,BOM → HYD,20:05,1h 30m,non-stop,No info,2754.0
1536,IndiGo,18/05/2019,Mumbai,Hyderabad,BOM → HYD,21:20,1h 30m,non-stop,No info,2227.0
1537,Multiple carriers,27/06/2019,Delhi,Cochin,DEL → IXU → BOM → COK,17:50,7h 40m,2 stops,No info,18275.0
1538,SpiceJet,21/04/2019,Delhi,Cochin,DEL → PNQ → COK,08:45,4h 30m,1 stop,No check-in baggage included,6356.0
1539,Jet Airways,15/05/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,6h 40m,1 stop,No info,11507.0
1540,GoAir,1/05/2019,Banglore,Delhi,BLR → DEL,11:40,2h 50m,non-stop,No info,4340.0
1541,Air India,12/06/2019,Kolkata,Banglore,CCU → DEL → COK → BLR,17:30,20h 15m,2 stops,No info,9443.0
1542,Jet Airways,24/05/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,25h 45m,1 stop,In-flight meal not included,10844.0
1543,IndiGo,15/04/2019,Kolkata,Banglore,CCU → BLR,09:35,2h 45m,non-stop,No info,4174.0
1544,Air India,01/03/2019,Banglore,New Delhi,BLR → HYD → VGA → DEL,17:00,29h 55m,2 stops,No info,14887.0
1545,Air Asia,15/05/2019,Banglore,Delhi,BLR → DEL,11:10,2h 45m,non-stop,No info,3383.0
1546,GoAir,01/03/2019,Banglore,New Delhi,BLR → DEL,11:40,2h 55m,non-stop,No info,11111.0
1547,Jet Airways,1/04/2019,Banglore,Delhi,BLR → DEL,17:45,3h,non-stop,nan,7229.0
1548,IndiGo,3/03/2019,Delhi,Cochin,DEL → BOM → COK,15:00,10h 35m,1 stop,No info,14871.0
1549,Jet Airways,27/05/2019,Delhi,Cochin,DEL → BOM → COK,19:45,8h 40m,1 stop,In-flight meal not included,12898.0
1550,Multiple carriers,18/05/2019,Delhi,Cochin,DEL → BOM → COK,11:30,7h 45m,1 stop,No info,14533.0
1551,Air India,6/06/2019,Delhi,Cochin,DEL → BLR → COK,17:40,14h 35m,1 stop,No info,7258.0
1552,SpiceJet,1/04/2019,Delhi,Cochin,DEL → PNQ → COK,08:45,4h 30m,1 stop,No info,4812.0
1553,Jet Airways,9/05/2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,11h 30m,1 stop,In-flight meal not included,12384.0
1554,Air India,6/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,12:00,19h 40m,2 stops,No info,8603.0
1555,Air India,6/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,12:00,7h 15m,2 stops,No info,8603.0
1556,Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,13:55,9h 30m,1 stop,No info,14231.0
1557,Jet Airways,9/05/2019,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,29h 20m,2 stops,No info,15129.0
1558,Air Asia,1/06/2019,Delhi,Cochin,DEL → BLR → COK,20:45,10h 25m,1 stop,No info,11410.0
1559,Air India,12/03/2019,Banglore,New Delhi,BLR → BOM → BHO → DEL,08:50,24h 35m,2 stops,No info,12725.0
1560,Jet Airways,9/06/2019,Delhi,Cochin,DEL → IDR → BOM → COK,09:35,27h,2 stops,No info,13292.0
1561,SpiceJet,24/04/2019,Kolkata,Banglore,CCU → BLR,06:55,2h 35m,non-stop,No info,3873.0
1562,IndiGo,15/06/2019,Chennai,Kolkata,MAA → CCU,07:55,2h 20m,non-stop,No info,3850.0
1563,SpiceJet,9/06/2019,Kolkata,Banglore,CCU → KNU → BLR,11:35,7h 15m,1 stop,No info,8479.0
1564,Air India,24/04/2019,Banglore,Delhi,BLR → DEL,06:10,2h 45m,non-stop,No info,5228.0
1565,Air India,1/06/2019,Delhi,Cochin,DEL → AMD → BOM → COK,19:45,23h 30m,2 stops,No info,10651.0
1566,Air Asia,3/04/2019,Banglore,Delhi,BLR → DEL,04:55,2h 50m,non-stop,No info,4282.0
1567,Air India,21/05/2019,Kolkata,Banglore,CCU → JAI → BOM → BLR,08:20,13h 30m,2 stops,No info,10697.0
1568,Jet Airways,21/05/2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,28h 50m,1 stop,In-flight meal not included,9314.0
1569,IndiGo,27/06/2019,Chennai,Kolkata,MAA → CCU,05:15,2h 25m,non-stop,No info,3540.0
1570,Air India,12/06/2019,Delhi,Cochin,DEL → AMD → BOM → COK,16:40,26h 35m,2 stops,No info,9443.0
1571,Multiple carriers,6/03/2019,Delhi,Cochin,DEL → BOM → COK,07:30,8h,1 stop,No info,15147.0
1572,IndiGo,24/05/2019,Mumbai,Hyderabad,BOM → HYD,21:20,1h 30m,non-stop,No info,2437.0
1573,IndiGo,27/05/2019,Delhi,Cochin,DEL → BOM → COK,10:35,14h 55m,1 stop,No info,6104.0
1574,SpiceJet,6/06/2019,Mumbai,Hyderabad,BOM → HYD,22:45,1h 30m,non-stop,No check-in baggage included,1965.0
1575,Multiple carriers,12/06/2019,Delhi,Cochin,DEL → BOM → COK,13:00,8h,1 stop,No info,7408.0
1576,IndiGo,18/06/2019,Mumbai,Hyderabad,BOM → HYD,06:25,1h 30m,non-stop,No info,4049.0
1577,Jet Airways,1/06/2019,Banglore,Delhi,BLR → DEL,19:50,3h,non-stop,No info,8016.0
1578,Multiple carriers,9/05/2019,Delhi,Cochin,DEL → BOM → COK,07:00,12h,1 stop,No info,10197.0
1579,Jet Airways,1/05/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,11h 5m,1 stop,In-flight meal not included,10844.0
1580,Jet Airways,6/05/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,7h 55m,1 stop,No info,14781.0
1581,Jet Airways,18/05/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,12h 15m,1 stop,No info,13941.0
1582,Jet Airways,12/03/2019,Banglore,New Delhi,BLR → MAA → DEL,09:45,4h 40m,1 stop,No info,12295.0
1583,Jet Airways,27/05/2019,Delhi,Cochin,DEL → BOM → COK,22:50,13h 45m,1 stop,In-flight meal not included,12898.0
1584,Vistara,9/05/2019,Kolkata,Banglore,CCU → DEL → BLR,07:10,15h 30m,1 stop,No info,7927.0
1585,Air Asia,15/04/2019,Banglore,Delhi,BLR → DEL,23:55,2h 50m,non-stop,No info,4483.0
1586,Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,11:40,6h 45m,1 stop,No info,19225.0
1587,GoAir,24/04/2019,Delhi,Cochin,DEL → AMD → COK,07:25,6h 10m,1 stop,No info,4692.0
1588,Jet Airways,18/03/2019,Banglore,New Delhi,BLR → BOM → DEL,21:25,12h 5m,1 stop,No info,13555.0
1589,IndiGo,9/04/2019,Delhi,Cochin,DEL → BOM → COK,15:00,10h 30m,1 stop,No info,6270.0
1590,Jet Airways,6/05/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,21h 25m,1 stop,No info,13584.0
1591,Jet Airways,21/03/2019,Delhi,Cochin,DEL → MAA → BOM → COK,16:10,26h 40m,2 stops,No info,13180.0
1592,Vistara,12/05/2019,Delhi,Cochin,DEL → COK,06:00,3h 10m,non-stop,No info,6216.0
1593,Multiple carriers,3/03/2019,Delhi,Cochin,DEL → BOM → COK,07:30,11h 20m,1 stop,No info,15135.0
1594,Multiple carriers,6/03/2019,Delhi,Cochin,DEL → BOM → COK,11:30,9h 30m,1 stop,In-flight meal not included,15136.0
1595,Jet Airways,27/06/2019,Delhi,Cochin,DEL → BOM → COK,02:15,16h 45m,1 stop,In-flight meal not included,10262.0
1596,Jet Airways,18/05/2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,12h 30m,1 stop,In-flight meal not included,12384.0
1597,Jet Airways,1/04/2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,9h 35m,1 stop,nan,9314.0
1598,Air India,1/06/2019,Delhi,Cochin,DEL → BOM → COK,09:00,10h 15m,1 stop,No info,10454.0
1599,Air India,18/05/2019,Delhi,Cochin,DEL → BOM → COK,23:00,8h 40m,1 stop,No info,8372.0
1600,Jet Airways,9/03/2019,Delhi,Cochin,DEL → BOM → COK,19:45,8h 40m,1 stop,In-flight meal not included,11848.0
1601,Jet Airways,6/06/2019,Kolkata,Banglore,CCU → BOM → PNQ → BLR,06:30,24h 55m,2 stops,In-flight meal not included,10118.0
1602,Air India,12/06/2019,Kolkata,Banglore,CCU → GAU → DEL → BLR,16:45,19h 45m,2 stops,No info,9443.0
1603,IndiGo,15/06/2019,Delhi,Cochin,DEL → HYD → COK,05:05,11h 5m,1 stop,No info,6818.0
1604,Air India,12/06/2019,Kolkata,Banglore,CCU → BLR,14:15,2h 30m,non-stop,No info,5510.0
1605,Jet Airways,21/05/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,26h 50m,1 stop,No info,14388.0
1606,Multiple carriers,3/06/2019,Delhi,Cochin,DEL → HYD → COK,14:55,7h 35m,1 stop,No info,7038.0
1607,Multiple carriers,9/05/2019,Delhi,Cochin,DEL → BOM → COK,08:45,10h 30m,1 stop,No info,8266.0
1608,Jet Airways,27/06/2019,Delhi,Cochin,DEL → ATQ → BOM → COK,18:20,24h 40m,2 stops,No info,14300.0
1609,Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,22:50,11h 35m,1 stop,No info,17261.0
1610,Vistara,6/06/2019,Kolkata,Banglore,CCU → DEL → BLR,07:10,25h 55m,1 stop,No info,8452.0
1611,IndiGo,1/04/2019,Kolkata,Banglore,CCU → GAU → BLR,15:10,5h 20m,1 stop,No info,8567.0
1612,Multiple carriers,15/06/2019,Delhi,Cochin,DEL → HYD → COK,07:05,15h 25m,1 stop,No info,9646.0
1613,SpiceJet,21/06/2019,Chennai,Kolkata,MAA → CCU,17:45,2h 20m,non-stop,No check-in baggage included,3543.0
1614,Jet Airways,9/06/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,6h 35m,1 stop,In-flight meal not included,13994.0
1615,IndiGo,24/03/2019,Banglore,New Delhi,BLR → DEL,04:00,2h 50m,non-stop,No info,4777.0
1616,Multiple carriers,1/06/2019,Delhi,Cochin,DEL → HYD → COK,14:55,7h 35m,1 stop,No info,7038.0
1617,IndiGo,3/04/2019,Mumbai,Hyderabad,BOM → HYD,16:55,1h 30m,non-stop,No info,3175.0
1618,Multiple carriers,9/06/2019,Delhi,Cochin,DEL → BOM → COK,10:00,11h,1 stop,No info,7408.0
1619,IndiGo,15/06/2019,Banglore,Delhi,BLR → DEL,21:15,3h,non-stop,No info,3943.0
1620,Jet Airways,6/03/2019,Delhi,Cochin,DEL → BOM → COK,08:00,20h 25m,1 stop,No info,15974.0
1621,SpiceJet,27/05/2019,Kolkata,Banglore,CCU → BLR,06:55,2h 35m,non-stop,No info,3873.0
1622,IndiGo,15/04/2019,Banglore,Delhi,BLR → DEL,10:10,2h 50m,non-stop,No info,4423.0
1623,IndiGo,21/03/2019,Delhi,Cochin,DEL → BOM → COK,08:25,12h 35m,1 stop,No info,8285.0
1624,Air India,6/06/2019,Mumbai,Hyderabad,BOM → HYD,06:20,1h 20m,non-stop,No info,3100.0
1625,Air India,01/03/2019,Banglore,New Delhi,BLR → BOM → BHO → DEL,08:50,24h 35m,2 stops,No info,25430.0
1626,SpiceJet,18/03/2019,Mumbai,Hyderabad,BOM → HYD,13:10,1h 20m,non-stop,No check-in baggage included,2385.0
1627,Jet Airways,15/06/2019,Delhi,Cochin,DEL → BOM → COK,02:15,16h 45m,1 stop,In-flight meal not included,10262.0
1628,IndiGo,9/06/2019,Delhi,Cochin,DEL → BOM → COK,09:15,11h 45m,1 stop,No info,6838.0
1629,Jet Airways,15/06/2019,Delhi,Cochin,DEL → NAG → BOM → COK,06:45,21h 40m,2 stops,No info,13376.0
1630,Jet Airways,24/06/2019,Delhi,Cochin,DEL → BOM → COK,15:00,28h,1 stop,In-flight meal not included,10262.0
1631,Multiple carriers,24/06/2019,Delhi,Cochin,DEL → BOM → COK,03:50,15h 10m,1 stop,No info,12192.0
1632,Jet Airways,15/06/2019,Mumbai,Hyderabad,BOM → HYD,10:20,1h 30m,non-stop,In-flight meal not included,4050.0
1633,GoAir,12/04/2019,Banglore,Delhi,BLR → DEL,07:45,2h 55m,non-stop,No info,6722.0
1634,Jet Airways,21/03/2019,Delhi,Cochin,DEL → BOM → COK,20:50,7h 35m,1 stop,No info,11507.0
1635,Jet Airways,9/05/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,14h 35m,1 stop,In-flight meal not included,8586.0
1636,Multiple carriers,27/06/2019,Delhi,Cochin,DEL → BOM → COK,10:35,8h 40m,1 stop,No info,7155.0
1637,Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,9h 50m,1 stop,In-flight meal not included,11507.0
1638,Jet Airways,6/06/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,11h 25m,1 stop,No info,14571.0
1639,IndiGo,18/05/2019,Banglore,Delhi,BLR → DEL,18:55,2h 55m,non-stop,No info,4823.0
1640,Jet Airways,9/05/2019,Banglore,Delhi,BLR → DEL,08:20,3h,non-stop,In-flight meal not included,4544.0
1641,Air India,9/05/2019,Kolkata,Banglore,CCU → BOM → COK → BLR,09:25,28h 20m,2 stops,nan,9443.0
1642,Jet Airways,21/05/2019,Delhi,Cochin,DEL → COK,09:50,3h 15m,non-stop,In-flight meal not included,7202.0
1643,Multiple carriers,9/06/2019,Delhi,Cochin,DEL → BOM → COK,10:35,8h 25m,1 stop,No info,11098.0
1644,Air India,27/03/2019,Mumbai,Hyderabad,BOM → HYD,19:30,1h 15m,non-stop,No info,2575.0
1645,Multiple carriers,27/03/2019,Delhi,Cochin,DEL → BOM → COK,13:00,12h 35m,1 stop,No info,6673.0
1646,IndiGo,01/03/2019,Banglore,New Delhi,BLR → DEL,18:55,2h 50m,non-stop,No info,14306.0
1647,Jet Airways,18/05/2019,Delhi,Cochin,DEL → BOM → COK,21:50,6h 35m,1 stop,No info,15554.0
1648,Jet Airways,15/05/2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,28h 50m,1 stop,In-flight meal not included,9314.0
1649,Jet Airways,9/03/2019,Mumbai,Hyderabad,BOM → HYD,06:30,1h 30m,non-stop,In-flight meal not included,4995.0
1650,Jet Airways,21/05/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,23h 50m,1 stop,In-flight meal not included,8586.0
1651,Air India,27/04/2019,Delhi,Cochin,DEL → COK,05:10,2h 50m,non-stop,No info,6094.0
1652,Jet Airways,24/06/2019,Delhi,Cochin,DEL → IDR → BOM → COK,05:30,13h 30m,2 stops,No info,13292.0
1653,Jet Airways,9/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,22h 55m,2 stops,In-flight meal not included,10368.0
1654,Multiple carriers,27/05/2019,Delhi,Cochin,DEL → BOM → COK,10:00,11h,1 stop,No info,9718.0
1655,Jet Airways,21/03/2019,Banglore,New Delhi,BLR → BOM → DEL,08:55,22h 45m,1 stop,In-flight meal not included,7412.0
1656,Air India,6/06/2019,Delhi,Cochin,DEL → GOI → BOM → COK,22:00,21h 15m,2 stops,No info,10441.0
1657,IndiGo,3/03/2019,Delhi,Cochin,DEL → BOM → COK,10:45,14h 50m,1 stop,No info,14871.0
1658,Jet Airways,18/05/2019,Delhi,Cochin,DEL → BOM → COK,08:00,11h,1 stop,No info,15554.0
1659,Jet Airways,01/03/2019,Banglore,New Delhi,BLR → BOM → DEL,14:05,5h 5m,1 stop,No info,36235.0
1660,SpiceJet,27/06/2019,Mumbai,Hyderabad,BOM → HYD,13:15,1h 30m,non-stop,No check-in baggage included,1965.0
1661,Multiple carriers,24/06/2019,Delhi,Cochin,DEL → BOM → COK,10:00,9h,1 stop,No info,12717.0
1662,IndiGo,3/06/2019,Delhi,Cochin,DEL → COK,14:25,3h 15m,non-stop,No info,6015.0
1663,Air Asia,09/03/2019,Banglore,New Delhi,BLR → DEL,23:25,2h 45m,non-stop,No info,5615.0
1664,Multiple carriers,27/03/2019,Delhi,Cochin,DEL → BOM → COK,19:00,6h 35m,1 stop,No info,10197.0
1665,Jet Airways,15/03/2019,Banglore,New Delhi,BLR → BOM → DEL,21:25,7h 40m,1 stop,No info,27210.0
1666,Multiple carriers,21/03/2019,Delhi,Cochin,DEL → BOM → COK,08:00,13h,1 stop,No info,6883.0
1667,Multiple carriers,21/03/2019,Delhi,Cochin,DEL → BOM → COK,09:00,12h,1 stop,No info,6883.0
1668,Jet Airways,21/05/2019,Kolkata,Banglore,CCU → GAU → BLR,10:20,7h 15m,1 stop,No info,8355.0
1669,Jet Airways,27/06/2019,Banglore,Delhi,BLR → DEL,06:00,2h 45m,non-stop,In-flight meal not included,6478.0
1670,Vistara,03/03/2019,Banglore,New Delhi,BLR → DEL,19:40,2h 40m,non-stop,No info,11913.0
1671,IndiGo,21/05/2019,Delhi,Cochin,DEL → BOM → COK,18:35,6h 55m,1 stop,No info,7006.0
1672,Jet Airways,1/04/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,6h 5m,1 stop,No info,12681.0
1673,Jet Airways,21/05/2019,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,19h 55m,2 stops,No info,15129.0
1674,Multiple carriers,15/06/2019,Delhi,Cochin,DEL → BOM → COK,14:00,7h,1 stop,No info,13587.0
1675,Jet Airways,1/06/2019,Delhi,Cochin,DEL → BOM → COK,19:15,23h 45m,1 stop,nan,14714.0
1676,IndiGo,03/03/2019,Banglore,New Delhi,BLR → HYD → DEL,07:30,4h 50m,1 stop,No info,6220.0
1677,Jet Airways,6/06/2019,Delhi,Cochin,DEL → BOM → COK,07:05,5h 30m,1 stop,In-flight meal not included,10262.0
1678,Air India,12/05/2019,Kolkata,Banglore,CCU → BOM → BLR,09:25,9h 5m,1 stop,No info,8576.0
1679,Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,19:45,24h 55m,1 stop,In-flight meal not included,10031.0
1680,Jet Airways,24/06/2019,Delhi,Cochin,DEL → AMD → BOM → COK,19:10,23h 50m,2 stops,No info,12819.0
1681,Jet Airways,01/03/2019,Banglore,New Delhi,BLR → BOM → DEL,08:00,24h 15m,1 stop,No info,22270.0
1682,Vistara,27/04/2019,Banglore,Delhi,BLR → DEL,07:00,2h 40m,non-stop,No info,5613.0
1683,SpiceJet,1/04/2019,Kolkata,Banglore,CCU → BLR,09:00,2h 25m,non-stop,No info,3873.0
1684,IndiGo,15/05/2019,Delhi,Cochin,DEL → COK,05:35,3h 15m,non-stop,No info,6015.0
1685,SpiceJet,12/05/2019,Mumbai,Hyderabad,BOM → HYD,13:15,1h 30m,non-stop,No info,2227.0
1686,Jet Airways,1/04/2019,Banglore,Delhi,BLR → DEL,19:50,3h,non-stop,No info,7229.0
1687,Jet Airways,6/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,13h 30m,2 stops,In-flight meal not included,10368.0
1688,Jet Airways,21/05/2019,Delhi,Cochin,DEL → BOM → COK,17:30,10h 55m,1 stop,nan,12898.0
1689,Multiple carriers,12/06/2019,Delhi,Cochin,DEL → BOM → COK,07:00,12h,1 stop,No info,10197.0
1690,Jet Airways,9/05/2019,Kolkata,Banglore,CCU → DEL → BLR,09:35,14h,1 stop,No info,12121.0
1691,Air India,27/05/2019,Delhi,Cochin,DEL → CCU → BOM → COK,06:50,24h 50m,2 stops,No info,16163.0
1692,IndiGo,21/06/2019,Banglore,Delhi,BLR → DEL,19:30,2h 45m,non-stop,nan,5780.0
1693,Jet Airways,9/05/2019,Mumbai,Hyderabad,BOM → HYD,10:20,1h 30m,non-stop,In-flight meal not included,4995.0
1694,IndiGo,9/06/2019,Delhi,Cochin,DEL → BLR → COK,05:10,4h 55m,1 stop,No info,6496.0
1695,Air India,12/06/2019,Delhi,Cochin,DEL → LKO → BOM → COK,12:20,30h 55m,2 stops,No info,12488.0
1696,IndiGo,15/05/2019,Banglore,Delhi,BLR → DEL,07:10,2h 55m,non-stop,No info,4823.0
1697,SpiceJet,18/06/2019,Mumbai,Hyderabad,BOM → HYD,05:45,1h 30m,non-stop,No check-in baggage included,2647.0
1698,Multiple carriers,12/06/2019,Delhi,Cochin,DEL → BOM → COK,11:40,7h 35m,1 stop,No info,8266.0
1699,Vistara,15/05/2019,Delhi,Cochin,DEL → COK,06:00,3h 10m,non-stop,No info,6216.0
1700,IndiGo,1/04/2019,Banglore,Delhi,BLR → DEL,01:30,2h 45m,non-stop,No info,4423.0
1701,SpiceJet,15/04/2019,Delhi,Cochin,DEL → PNQ → COK,08:45,4h 30m,1 stop,No check-in baggage included,5726.0
1702,Multiple carriers,6/03/2019,Delhi,Cochin,DEL → BOM → COK,06:00,9h 30m,1 stop,No info,15147.0
1703,Jet Airways,18/05/2019,Delhi,Cochin,DEL → BOM → COK,20:55,22h 5m,1 stop,No info,15554.0
1704,Jet Airways,24/06/2019,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,29h 20m,2 stops,No info,12819.0
1705,Multiple carriers,27/06/2019,Delhi,Cochin,DEL → BOM → COK,18:00,7h 30m,1 stop,No info,7198.0
1706,IndiGo,3/04/2019,Delhi,Cochin,DEL → BOM → COK,16:00,5h,1 stop,No info,5073.0
1707,Jet Airways,27/03/2019,Mumbai,Hyderabad,BOM → HYD,07:10,1h 25m,non-stop,In-flight meal not included,3205.0
1708,SpiceJet,12/05/2019,Banglore,Delhi,BLR → DEL,05:55,2h 40m,non-stop,No check-in baggage included,3257.0
1709,IndiGo,09/03/2019,Banglore,New Delhi,BLR → NAG → DEL,16:50,4h 45m,1 stop,No info,5054.0
1710,Jet Airways,21/05/2019,Delhi,Cochin,DEL → BOM → COK,20:55,7h 30m,1 stop,In-flight meal not included,12898.0
1711,Air India,1/04/2019,Kolkata,Banglore,CCU → BBI → BOM → BLR,12:00,23h 10m,2 stops,No info,9258.0
1712,Jet Airways,24/05/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,16h 50m,1 stop,In-flight meal not included,9663.0
1713,GoAir,6/06/2019,Banglore,Delhi,BLR → DEL,20:55,2h 45m,non-stop,No info,3419.0
1714,Jet Airways,1/06/2019,Banglore,Delhi,BLR → DEL,07:10,3h,non-stop,No info,8016.0
1715,Jet Airways,6/04/2019,Banglore,Delhi,BLR → DEL,17:45,3h,non-stop,No info,7229.0
1716,GoAir,6/06/2019,Delhi,Cochin,DEL → BOM → COK,10:35,9h,1 stop,No info,4959.0
1717,Air India,9/06/2019,Kolkata,Banglore,CCU → BBI → BOM → BLR,12:00,23h 10m,2 stops,No info,10151.0
1718,Air India,18/05/2019,Delhi,Cochin,DEL → RPR → NAG → BOM → COK,05:15,38h,3 stops,No info,10703.0
1719,Jet Airways,9/06/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,9h 50m,1 stop,In-flight meal not included,10844.0
1720,IndiGo,6/03/2019,Delhi,Cochin,DEL → HYD → COK,16:10,6h 10m,1 stop,No info,7205.0
1721,Jet Airways,18/03/2019,Banglore,New Delhi,BLR → BOM → DEL,08:55,9h 30m,1 stop,No info,12284.0
1722,Jet Airways,21/03/2019,Delhi,Cochin,DEL → AMD → BOM → COK,19:10,23h 40m,2 stops,No info,11507.0
1723,Jet Airways,15/05/2019,Banglore,Delhi,BLR → DEL,07:10,3h,non-stop,nan,5198.0
1724,Jet Airways,27/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,13h 30m,2 stops,In-flight meal not included,10368.0
1725,Vistara,3/06/2019,Chennai,Kolkata,MAA → CCU,17:45,2h 20m,non-stop,No info,11982.0
1726,Air India,15/05/2019,Kolkata,Banglore,CCU → BLR,14:15,2h 30m,non-stop,No info,9443.0
1727,IndiGo,9/05/2019,Delhi,Cochin,DEL → PNQ → COK,23:30,5h 5m,1 stop,No info,8177.0
1728,Air Asia,1/06/2019,Delhi,Cochin,DEL → BLR → COK,16:45,5h 40m,1 stop,No info,11410.0
1729,GoAir,21/03/2019,Delhi,Cochin,DEL → BOM → COK,07:00,5h 50m,1 stop,No info,9385.0
1730,Jet Airways,6/06/2019,Delhi,Cochin,DEL → BOM → COK,10:00,9h,1 stop,In-flight meal not included,10262.0
1731,SpiceJet,18/06/2019,Kolkata,Banglore,CCU → BLR,09:00,2h 25m,non-stop,No info,3873.0
1732,Multiple carriers,21/03/2019,Delhi,Cochin,DEL → BOM → COK,11:40,7h 10m,1 stop,No info,11999.0
1733,Jet Airways,27/06/2019,Delhi,Cochin,DEL → ATQ → BOM → COK,18:20,18h 15m,2 stops,No info,14300.0
1734,SpiceJet,12/05/2019,Mumbai,Hyderabad,BOM → HYD,13:15,1h 30m,non-stop,No check-in baggage included,2175.0
1735,IndiGo,24/05/2019,Kolkata,Banglore,CCU → HYD → BLR,19:20,4h 25m,1 stop,No info,3809.0
1736,Multiple carriers,24/06/2019,Delhi,Cochin,DEL → BOM → COK,07:30,11h 45m,1 stop,No info,7354.0
1737,Air India,27/05/2019,Delhi,Cochin,DEL → BOM → COK,13:00,6h 15m,1 stop,No info,9719.0
1738,Jet Airways,24/05/2019,Mumbai,Hyderabad,BOM → HYD,10:20,1h 30m,non-stop,No info,8040.0
1739,IndiGo,24/06/2019,Chennai,Kolkata,MAA → CCU,07:55,2h 20m,non-stop,No info,3850.0
1740,IndiGo,3/06/2019,Delhi,Cochin,DEL → HYD → COK,08:35,13h 55m,1 stop,No info,6442.0
1741,IndiGo,3/06/2019,Delhi,Cochin,DEL → PNQ → COK,23:30,5h 5m,1 stop,No info,11378.0
