film_id,title,long_description,rental_duration,rental_rate,length,replacement_cost,rating,release_year
944,VIRGIN DAISY,A Awe-Inspiring Documentary of a Robot And a Mad Scientist who must Reach a Database Administrator in A Shark Tank,6,4.99,179,29.99,PG-13,2018
945,VIRGINIAN PLUTO,A Emotional Panorama of a Dentist And a Crocodile who must Meet a Boy in Berlin,5,0.99,164,22.99,R,2018
946,VIRTUAL SPOILERS,A Fateful Tale of a Database Administrator And a Squirrel who must Discover a Student in Soviet Georgia,3,4.99,144,14.99,NC-17,2019
947,VISION TORQUE,A Thoughtful Documentary of a Dog And a Man who must Sink a Man in A Shark Tank,5,0.99,59,16.99,PG-13,2017
948,VOICE PEACH,A Amazing Panorama of a Pioneer And a Student who must Overcome a Mad Scientist in A Manhattan Penthouse,6,0.99,139,22.99,PG-13,2018
949,VOLCANO TEXAS,A Awe-Inspiring Yarn of a Hunter And a Feminist who must Challenge a Dentist in The Outback,6,0.99,157,27.99,NC-17,2019
950,VOLUME HOUSE,A Boring Tale of a Dog And a Woman who must Meet a Dentist in California,7,4.99,132,12.99,PG,2019
951,VOYAGE LEGALLY,A Epic Tale of a Squirrel And a Hunter who must Conquer a Boy in An Abandoned Mine Shaft,6,0.99,78,28.99,PG-13,2017
952,WAGON JAWS,A Intrepid Drama of a Moose And a Boat who must Kill a Explorer in A Manhattan Penthouse,7,2.99,152,17.99,PG,2017
953,WAIT CIDER,A Intrepid Epistle of a Woman And a Forensic Psychologist who must Succumb a Astronaut in A Manhattan Penthouse,3,0.99,112,9.99,PG-13,2018
954,WAKE JAWS,A Beautiful Saga of a Feminist And a Composer who must Challenge a Moose in Berlin,7,4.99,73,18.99,G,2017
955,WALLS ARTIST,A Insightful Panorama of a Teacher And a Teacher who must Overcome a Mad Cow in An Abandoned Fun House,7,4.99,135,19.99,PG,2018
956,WANDA CHAMBER,A Insightful Drama of a A Shark And a Pioneer who must Find a Womanizer in The Outback,7,4.99,107,23.99,PG-13,2017
957,WAR NOTTING,A Boring Drama of a Teacher And a Sumo Wrestler who must Challenge a Secret Agent in The Canadian Rockies,7,4.99,80,26.99,G,2019
958,WARDROBE PHANTOM,A Action-Packed Display of a Mad Cow And a Astronaut who must Kill a Car in Ancient India,6,2.99,178,19.99,G,2019
959,WARLOCK WEREWOLF,A Astounding Yarn of a Pioneer And a Crocodile who must Defeat a A Shark in The Outback,6,2.99,83,10.99,G,2018
960,WARS PLUTO,A Taut Reflection of a Teacher And a Database Administrator who must Chase a Madman in The Sahara Desert,5,2.99,128,15.99,G,2019
961,WASH HEAVENLY,A Awe-Inspiring Reflection of a Cat And a Pioneer who must Escape a Hunter in Ancient China,7,4.99,161,22.99,R,2017
962,WASTELAND DIVINE,A Fanciful Story of a Database Administrator And a Womanizer who must Fight a Database Administrator in Ancient China,7,2.99,85,18.99,PG,2019
963,WATCH TRACY,A Fast-Paced Yarn of a Dog And a Frisbee who must Conquer a Hunter in Nigeria,5,0.99,78,12.99,PG,2019
964,WATERFRONT DELIVERANCE,A Unbelieveable Documentary of a Dentist And a Technical Writer who must Build a Womanizer in Nigeria,4,4.99,61,17.99,G,2017
965,WATERSHIP FRONTIER,A Emotional Yarn of a Boat And a Crocodile who must Meet a Moose in Soviet Georgia,6,0.99,112,28.99,G,2019
966,WEDDING APOLLO,A Action-Packed Tale of a Student And a Waitress who must Conquer a Lumberjack in An Abandoned Mine Shaft,3,0.99,70,14.99,PG,2019
967,WEEKEND PERSONAL,A Fast-Paced Documentary of a Car And a Butler who must Find a Frisbee in A Jet Boat,5,2.99,134,26.99,R,2017
968,WEREWOLF LOLA,A Fanciful Story of a Man And a Sumo Wrestler who must Outrace a Student in A Monastery,6,4.99,79,19.99,G,2018
969,WEST LION,A Intrepid Drama of a Butler And a Lumberjack who must Challenge a Database Administrator in A Manhattan Penthouse,4,4.99,159,29.99,G,2017
970,WESTWARD SEABISCUIT,A Lacklusture Tale of a Butler And a Husband who must Face a Boy in Ancient China,7,0.99,52,11.99,NC-17,2019
971,WHALE BIKINI,A Intrepid Story of a Pastry Chef And a Database Administrator who must Kill a Feminist in A MySQL Convention,4,4.99,109,11.99,PG-13,2017
972,WHISPERER GIANT,A Intrepid Story of a Dentist And a Hunter who must Confront a Monkey in Ancient Japan,4,4.99,59,24.99,PG-13,2017
973,WIFE TURN,A Awe-Inspiring Epistle of a Teacher And a Feminist who must Confront a Pioneer in Ancient Japan,3,4.99,183,27.99,NC-17,2019
974,WILD APOLLO,A Beautiful Story of a Monkey And a Sumo Wrestler who must Conquer a A Shark in A MySQL Convention,4,0.99,181,24.99,R,2019
975,WILLOW TRACY,A Brilliant Panorama of a Boat And a Astronaut who must Challenge a Teacher in A Manhattan Penthouse,6,2.99,137,22.99,R,2019
976,WIND PHANTOM,A Touching Saga of a Madman And a Forensic Psychologist who must Build a Sumo Wrestler in An Abandoned Mine Shaft,6,0.99,111,12.99,R,2017
977,WINDOW SIDE,A Astounding Character Study of a Womanizer And a Hunter who must Escape a Robot in A Monastery,3,2.99,85,25.99,R,2019
978,WISDOM WORKER,A Unbelieveable Saga of a Forensic Psychologist And a Student who must Face a Squirrel in The First Manned Space Station,3,0.99,98,12.99,R,2017
979,WITCHES PANIC,A Awe-Inspiring Drama of a Secret Agent And a Hunter who must Fight a Moose in Nigeria,6,4.99,100,10.99,NC-17,2019
980,WIZARD COLDBLOODED,A Lacklusture Display of a Robot And a Girl who must Defeat a Sumo Wrestler in A MySQL Convention,4,4.99,75,12.99,PG,2018
981,WOLVES DESIRE,A Fast-Paced Drama of a Squirrel And a Robot who must Succumb a Technical Writer in A Manhattan Penthouse,7,0.99,55,13.99,NC-17,2019
982,WOMEN DORADO,A Insightful Documentary of a Waitress And a Butler who must Vanquish a Composer in Australia,4,0.99,126,23.99,R,2017
983,WON DARES,A Unbelieveable Documentary of a Teacher And a Monkey who must Defeat a Explorer in A U-Boat,7,2.99,105,18.99,PG,2019
984,WONDERFUL DROP,A Boring Panorama of a Woman And a Madman who must Overcome a Butler in A U-Boat,3,2.99,126,20.99,NC-17,2017
985,WONDERLAND CHRISTMAS,A Awe-Inspiring Character Study of a Waitress And a Car who must Pursue a Mad Scientist in The First Manned Space Station,4,4.99,111,19.99,PG,2017
986,WONKA SEA,A Brilliant Saga of a Boat And a Mad Scientist who must Meet a Moose in Ancient India,6,2.99,85,24.99,NC-17,2017
987,WORDS HUNTER,A Action-Packed Reflection of a Composer And a Mad Scientist who must Face a Pioneer in A MySQL Convention,3,2.99,116,13.99,PG,2018
988,WORKER TARZAN,A Action-Packed Yarn of a Secret Agent And a Technical Writer who must Battle a Sumo Wrestler in The First Manned Space Station,7,2.99,139,26.99,R,2019
989,WORKING MICROCOSMOS,A Stunning Epistle of a Dentist And a Dog who must Kill a Madman in Ancient China,4,4.99,74,22.99,R,2019
990,WORLD LEATHERNECKS,A Unbelieveable Tale of a Pioneer And a Astronaut who must Overcome a Robot in An Abandoned Amusement Park,3,0.99,171,13.99,PG-13,2017
991,WORST BANGER,A Thrilling Drama of a Madman And a Dentist who must Conquer a Boy in The Outback,4,2.99,185,26.99,PG,2018
992,WRATH MILE,A Intrepid Reflection of a Technical Writer And a Hunter who must Defeat a Sumo Wrestler in A Monastery,5,0.99,176,17.99,NC-17,2017
993,WRONG BEHAVIOR,A Emotional Saga of a Crocodile And a Sumo Wrestler who must Discover a Mad Cow in New Orleans,6,2.99,178,10.99,PG-13,2019
994,WYOMING STORM,A Awe-Inspiring Panorama of a Robot And a Boat who must Overcome a Feminist in A U-Boat,6,4.99,100,29.99,PG-13,2018
995,YENTL IDAHO,A Amazing Display of a Robot And a Astronaut who must Fight a Womanizer in Berlin,5,4.99,86,11.99,R,2017
996,YOUNG LANGUAGE,A Unbelieveable Yarn of a Boat And a Database Administrator who must Meet a Boy in The First Manned Space Station,6,0.99,183,9.99,G,2018
997,YOUTH KICK,A Touching Drama of a Teacher And a Cat who must Challenge a Technical Writer in A U-Boat,4,0.99,179,14.99,NC-17,2017
998,ZHIVAGO CORE,A Fateful Yarn of a Composer And a Man who must Face a Boy in The Canadian Rockies,6,0.99,105,10.99,NC-17,2018
999,ZOOLANDER FICTION,A Fateful Reflection of a Waitress And a Boat who must Discover a Sumo Wrestler in Ancient China,5,2.99,101,28.99,R,2017
1000,ZORRO ARK,A Intrepid Panorama of a Mad Scientist And a Boy who must Redeem a Boy in A Monastery,3,4.99,50,18.99,NC-17,2017
