index,CountryName,CountryCode,IndicatorName,IndicatorCode,Year,Value
2439,Fragile and conflict affected situations,FCS,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,23.4769601046276
2440,Heavily indebted poor countries (HIPC),HPC,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,16.2424227511359
2441,High income,HIC,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,68.3453832770022
2442,High income: nonOECD,NOC,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,64.6780346873634
2443,High income: OECD,OEC,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,69.2554854957625
2444,Latin America & Caribbean (all income levels),LCN,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,57.0386751119347
2445,Latin America & Caribbean (developing only),LAC,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,53.2171662667684
2446,Least developed countries: UN classification,LDC,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,12.8070395377649
2447,Low & middle income,LMY,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,24.5580849967898
2448,Low income,LIC,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,15.255084970662198
2449,Lower middle income,LMC,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,22.5040298118897
2450,Middle East & North Africa (all income levels),MEA,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,42.6364866691454
2451,Middle East & North Africa (developing only),MNA,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,40.924130498650605
2452,Middle income,MIC,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,25.306803327992306
2453,North America,NAC,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,73.8016579001992
2454,OECD members,OED,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,67.4459336354031
2455,Other small states,OSS,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,20.3791451886311
2456,Pacific island small states,PSS,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,26.089083436486806
2457,Small states,SST,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,25.6256932771191
2458,South Asia,SAS,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,18.6569274027679
2459,Sub-Saharan Africa (all income levels),SSF,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,18.0311373119174
2460,Sub-Saharan Africa (developing only),SSA,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,18.0183668160449
2461,Upper middle income,UMC,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,27.8964088956741
2462,World,WLD,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,36.5278776725921
2463,Afghanistan,AFG,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,11.529000000000002
2464,Albania,ALB,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,31.74
2465,Algeria,DZA,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,39.5
2466,American Samoa,ASM,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,70.384
2467,Andorra,ADO,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,80.155
2468,Angola,AGO,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,14.957
2469,Antigua and Barbuda,ATG,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,33.819
2470,Argentina,ARG,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,78.88
2471,Armenia,ARM,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,59.864
2472,Aruba,ABW,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,50.624
2473,Australia,AUS,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,85.265
2474,Austria,AUT,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,65.258
2475,Azerbaijan,AZE,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,50.008
2476,Bahamas, The,BHS,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,66.764
2477,Bahrain,BHR,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,83.775
2478,Bangladesh,BGD,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,7.593
2479,Barbados,BRB,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,37.539
2480,Belarus,BLR,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,44.01
2481,Belgium,BEL,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,93.843
2482,Belize,BLZ,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,50.963
2483,Benin,BEN,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,16.691
2484,Bermuda,BMU,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,100.0
2485,Bhutan,BTN,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,6.089
2486,Bolivia,BOL,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,39.776
2487,Bosnia and Herzegovina,BIH,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,27.201
2488,Botswana,BWA,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,7.834
2489,Brazil,BRA,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,55.909
2490,Brunei Darussalam,BRN,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,61.675
2491,Bulgaria,BGR,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,52.3
2492,Burkina Faso,BFA,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,5.746
2493,Burundi,BDI,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,2.845
2494,Cabo Verde,CPV,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,19.559
2495,Cambodia,KHM,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,15.97
2496,Cameroon,CMR,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,20.3
2497,Canada,CAN,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,75.654
2498,Cayman Islands,CYM,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,100.0
2499,Central African Republic,CAF,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,27.492
2500,Chad,TCD,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,11.568
2501,Channel Islands,CHI,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,36.088
2502,Chile,CHL,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,75.227
2503,China,CHN,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,17.4
2504,Colombia,COL,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,54.82
2505,Comoros,COM,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,19.39
2506,Congo, Dem. Rep.,ZAR,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,24.608
2507,Congo, Rep.,COG,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,39.129
2508,Costa Rica,CRI,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,38.827
2509,Cote d'Ivoire,CIV,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,28.163
2510,Croatia,HRV,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,40.196
2511,Cuba,CUB,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,60.266000000000005
2512,Curacao,CUW,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,78.44800000000001
2513,Cyprus,CYP,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,40.761
2514,Czech Republic,CZE,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,64.402
2515,Denmark,DNK,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,79.737
2516,Djibouti,DJI,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,61.777
2517,Dominica,DMA,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,38.683
2518,Dominican Republic,DOM,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,40.209
2519,Ecuador,ECU,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,39.278
2520,Egypt, Arab Rep.,EGY,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,41.477
2521,El Salvador,SLV,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,39.402
2522,Equatorial Guinea,GNQ,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,26.954
2523,Eritrea,ERI,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,12.593
2524,Estonia,EST,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,64.947
2525,Ethiopia,ETH,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,8.588
2526,Faeroe Islands,FRO,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,27.951
2527,Fiji,FJI,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,34.758
2528,Finland,FIN,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,63.70399999999999
2529,France,FRA,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,71.055
2530,French Polynesia,PYF,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,55.162
2531,Gabon,GAB,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,32.0
2532,Gambia, The,GMB,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,19.496
2533,Georgia,GEO,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,48.006
2534,Germany,DEU,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,72.274
2535,Ghana,GHA,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,28.958
2536,Greece,GRC,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,64.22
2537,Greenland,GRL,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,72.744
2538,Grenada,GRD,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,32.212
2539,Guam,GUM,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,61.92
2540,Guatemala,GTM,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,35.545
2541,Guinea,GIN,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,15.977
2542,Guinea-Bissau,GNB,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,15.132
2543,Guyana,GUY,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,29.425
2544,Haiti,HTI,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,19.762
2545,Honduras,HND,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,28.902
2546,Hong Kong SAR, China,HKG,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,87.729
2547,Hungary,HUN,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,60.112
2548,Iceland,ISL,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,84.9
2549,India,IND,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,19.76
2550,Indonesia,IDN,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,17.070999999999998
2551,Iran, Islamic Rep.,IRN,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,41.212
2552,Iraq,IRQ,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,56.154
2553,Ireland,IRL,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,51.722
2554,Isle of Man,IMY,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,55.831
2555,Israel,ISR,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,84.195
2556,Italy,ITA,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,64.27199999999999
2557,Jamaica,JAM,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,41.324
2558,Japan,JPN,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,71.877
2559,Jordan,JOR,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,55.971
2560,Kazakhstan,KAZ,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,50.236
2561,Kenya,KEN,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,10.295
2562,Kiribati,KIR,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,24.088
2563,Korea, Dem. Rep.,PRK,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,54.2
2564,Korea, Rep.,KOR,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,40.704
2565,Kuwait,KWT,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,85.661
2566,Kyrgyz Republic,KGZ,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,37.466
2567,Lao PDR,LAO,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,9.625
2568,Latvia,LVA,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,60.713
2569,Lebanon,LBN,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,59.475
2570,Lesotho,LSO,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,8.607999999999999
2571,Liberia,LBR,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,26.025
2572,Libya,LBY,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,49.67100000000001
2573,Liechtenstein,LIE,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,18.453
2574,Lithuania,LTU,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,49.555
2575,Luxembourg,LUX,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,74.374
2576,Macao SAR, China,MAC,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,97.032
2577,Macedonia, FYR,MKD,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,47.07899999999999
2578,Madagascar,MDG,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,14.1
2579,Malawi,MWI,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,6.053
2580,Malaysia,MYS,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,33.454
2581,Maldives,MDV,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,11.893
2582,Mali,MLI,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,14.33
2583,Malta,MLT,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,89.699
2584,Marshall Islands,MHL,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,53.492
2585,Mauritania,MRT,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,14.564
2586,Mauritius,MUS,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,42.032
2587,Mexico,MEX,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,59.021
2588,Micronesia, Fed. Sts.,FSM,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,24.808000000000003
2589,Moldova,MDA,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,32.068000000000005
2590,Monaco,MCO,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,100.0
2591,Mongolia,MNG,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,45.052
2592,Montenegro,MNE,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,26.853
2593,Morocco,MAR,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,34.477
2594,Mozambique,MOZ,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,6.979
2595,Myanmar,MMR,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,22.83
2596,Namibia,NAM,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,22.292
2597,Nepal,NPL,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,3.956
2598,Netherlands,NLD,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,61.663
2599,New Caledonia,NCL,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,51.232
2600,New Zealand,NZL,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,81.10600000000001
2601,Nicaragua,NIC,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,47.03
2602,Niger,NER,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,8.794
2603,Nigeria,NGA,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,17.76
2604,Northern Mariana Islands,MNP,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,70.062
2605,Norway,NOR,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,65.396
2606,Oman,OMN,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,29.665
2607,Pakistan,PAK,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,24.817
2608,Palau,PLW,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,59.715
2609,Panama,PAN,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,47.64
2610,Papua New Guinea,PNG,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,9.796
2611,Paraguay,PRY,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,37.065
2612,Peru,PER,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,57.406000000000006
2613,Philippines,PHL,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,32.979
2614,Poland,POL,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,52.125
2615,Portugal,PRT,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,38.804
2616,Puerto Rico,PRI,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,58.328
2617,Qatar,QAT,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,88.354
2618,Romania,ROM,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,40.319
2619,Russian Federation,RUS,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,62.471
2620,Rwanda,RWA,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,3.194
2621,Samoa,WSM,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,20.353
2622,San Marino,SMR,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,59.8
2623,Sao Tome and Principe,STP,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,29.518
2624,Saudi Arabia,SAU,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,48.669
2625,Senegal,SEN,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,30.0
2626,Seychelles,SYC,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,39.068000000000005
2627,Sierra Leone,SLE,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,23.969
2628,Singapore,SGP,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,100.0
2629,Sint Maarten (Dutch part),SXM,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,100.0
2630,Slovak Republic,SVK,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,41.057
2631,Slovenia,SVN,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,37.004
2632,Solomon Islands,SLB,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,8.917
2633,Somalia,SOM,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,22.678
2634,South Africa,ZAF,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,47.809
2635,South Sudan,SSD,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,8.633
2636,Spain,ESP,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,66.038
2637,Sri Lanka,LKA,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,19.514
2638,St. Kitts and Nevis,KNA,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,34.141
2639,St. Lucia,LCA,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,23.907
2640,St. Vincent and the Grenadines,VCT,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,30.683000000000003
2641,Sudan,SDN,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,16.523
2642,Suriname,SUR,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,45.948
2643,Swaziland,SWZ,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,9.705
2644,Sweden,SWE,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,81.03399999999999
2645,Switzerland,CHE,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,57.368
2646,Syrian Arab Republic,SYR,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,43.345
2647,Tajikistan,TJK,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,36.876
2648,Tanzania,TZA,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,7.852
2649,Thailand,THA,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,20.889
2650,Timor-Leste,TMP,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,12.886
2651,Togo,TGO,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,21.28
2652,Tonga,TON,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,20.187
2653,Trinidad and Tobago,TTO,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,11.876
2654,Tunisia,TUN,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,43.482
2655,Turkey,TUR,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,38.234
2656,Turkmenistan,TKM,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,47.78
2657,Turks and Caicos Islands,TCA,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,51.106
2658,Tuvalu,TUV,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,22.081
2659,Uganda,UGA,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,6.664
2660,Ukraine,UKR,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,54.831
2661,United Arab Emirates,ARE,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,79.8
2662,United Kingdom,GBR,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,77.117
2663,United States,USA,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,73.602
2664,Uruguay,URY,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,82.368
2665,Uzbekistan,UZB,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,36.714
2666,Vanuatu,VUT,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,12.325
2667,Venezuela, RB,VEN,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,71.852
2668,Vietnam,VNM,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,18.3
2669,Virgin Islands (U.S.),VIR,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,69.592
2670,Yemen, Rep.,YEM,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,13.3
2671,Zambia,ZMB,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,30.351
2672,Zimbabwe,ZWE,Urban population (% of total),SP.URB.TOTL.IN.ZS,1970,17.362000000000002
2673,Arab World,ARB,Urban population (% of total),SP.URB.TOTL.IN.ZS,1971,39.479791348644
2674,Caribbean small states,CSS,Urban population (% of total),SP.URB.TOTL.IN.ZS,1971,34.529208306489004
2675,Central Europe and the Baltics,CEB,Urban population (% of total),SP.URB.TOTL.IN.ZS,1971,51.4295664450529
2676,East Asia & Pacific (all income levels),EAS,Urban population (% of total),SP.URB.TOTL.IN.ZS,1971,24.9211984463622
2677,East Asia & Pacific (developing only),EAP,Urban population (% of total),SP.URB.TOTL.IN.ZS,1971,18.8079324788688
2678,Euro area,EMU,Urban population (% of total),SP.URB.TOTL.IN.ZS,1971,67.5330798630828
2679,Europe & Central Asia (all income levels),ECS,Urban population (% of total),SP.URB.TOTL.IN.ZS,1971,61.247686716713886
2680,Europe & Central Asia (developing only),ECA,Urban population (% of total),SP.URB.TOTL.IN.ZS,1971,45.7037729342776
2681,European Union,EUU,Urban population (% of total),SP.URB.TOTL.IN.ZS,1971,66.0511280433589
2682,Fragile and conflict affected situations,FCS,Urban population (% of total),SP.URB.TOTL.IN.ZS,1971,24.0492721931992
2683,Heavily indebted poor countries (HIPC),HPC,Urban population (% of total),SP.URB.TOTL.IN.ZS,1971,16.683500609245698
2684,High income,HIC,Urban population (% of total),SP.URB.TOTL.IN.ZS,1971,68.810889893093
2685,High income: nonOECD,NOC,Urban population (% of total),SP.URB.TOTL.IN.ZS,1971,65.4851400217876
2686,High income: OECD,OEC,Urban population (% of total),SP.URB.TOTL.IN.ZS,1971,69.6374580370485
2687,Latin America & Caribbean (all income levels),LCN,Urban population (% of total),SP.URB.TOTL.IN.ZS,1971,57.7979480751661
