Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Total_Stops,Additional_Info,Price,Duration
Air India,21/05/2019,Delhi,Cochin,DEL → NAG → BOM → COK,05:55,19:15 22 May,nan,No info,10493.0,37.333333333333336h
SpiceJet,09/03/2019,Banglore,New Delhi,BLR → DEL,05:45,08:35,non-stop,No info,5126.0,2.833333333333333h
IndiGo,18/06/2019,Banglore,Delhi,BLR → DEL,23:30,nan,non-stop,No info,3943.0,2.833333333333333h
Air India,6/03/2019,Delhi,nan,DEL → HYD → BOM → COK,07:05,19:15 07 Mar,2 stops,No info,11552.0,36.16666666666666h
Air India,21/03/2019,Delhi,Cochin,DEL → BOM → COK,10:00,19:15,1 stop,No info,7934.0,9.25h
Air India,1/03/2019,Mumbai,Hyderabad,BOM → HYD,15:00,16:25,non-stop,nan,6092.0,1.4166666666666667h
IndiGo,12/06/2019,Delhi,Cochin,DEL → PNQ → COK,23:30,04:35 13 Jun,1 stop,No info,10112.0,5.083333333333333h
Vistara,9/03/2019,Chennai,Kolkata,MAA → CCU,07:05,09:20,non-stop,No info,6627.0,2.25h
Jet Airways,3/06/2019,Delhi,Cochin,DEL → IDR → BOM → COK,21:25,12:35 04 Jun,2 stops,In-flight meal not included,11507.0,15.166666666666666h
Jet Airways,01/03/2019,Banglore,New Delhi,BLR → BOM → DEL,22:50,00:45 03 Mar,1 stop,No info,26890.0,25.916666666666668h
nan,12/03/2019,Banglore,New Delhi,BLR → BOM → DEL,05:45,11:25,1 stop,No info,13817.0,5.666666666666667h
Jet Airways,1/04/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,04:40 02 Apr,1 stop,No info,nan,7.5h
Vistara,6/06/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,10:45 07 Jun,1 stop,No info,9187.0,17.75h
IndiGo,9/05/2019,Chennai,Kolkata,MAA → CCU,22:05,00:25 10 May,non-stop,No info,5277.0,2.333333333333333h
Air India,12/03/2019,Banglore,New Delhi,BLR → AMD → DEL,00:30,08:45,1 stop,nan,13492.0,8.25h
Air Asia,12/06/2019,Kolkata,Banglore,CCU → BBI → BLR,06:50,nan,1 stop,No info,5162.0,3.6666666666666665h
GoAir,9/06/2019,Delhi,Cochin,DEL → BOM → COK,07:00,12:55,1 stop,No info,5897.0,5.916666666666667h
Air India,3/06/2019,Kolkata,Banglore,CCU → BLR,14:15,16:45,non-stop,No info,5510.0,2.5h
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,16:55,10:25 07 Mar,1 stop,No info,17261.0,17.5h
Multiple carriers,21/05/2019,Delhi,Cochin,DEL → BOM → COK,11:40,01:30 22 May,1 stop,No info,7485.0,13.833333333333334h
Air India,21/06/2019,Chennai,Kolkata,MAA → CCU,11:40,13:55,non-stop,No info,4667.0,2.25h
Jet Airways,15/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,18:00 16 May,1 stop,No info,14151.0,21.58333333333333h
IndiGo,27/05/2019,Delhi,Cochin,DEL → BOM → COK,16:00,01:30 28 May,1 stop,No info,7048.0,9.5h
Jet Airways,nan,Delhi,Cochin,DEL → BOM → COK,19:45,04:25 22 Mar,1 stop,No info,12557.0,8.666666666666666h
Multiple carriers,15/06/2019,Delhi,Cochin,nan,15:05,01:30 16 Jun,2 stops,No info,15965.0,10.416666666666666h
Air India,03/03/2019,Banglore,New Delhi,BLR → CCU → GAU → DEL,11:05,22:10 07 Mar,2 stops,No info,nan,35.083333333333336h
Multiple carriers,3/03/2019,Delhi,Cochin,DEL → HYD → MAA → COK,07:05,21:20,2 stops,No info,8291.0,14.25h
IndiGo,21/04/2019,Banglore,Delhi,BLR → DEL,16:55,19:55,non-stop,No info,4990.0,3.0h
Vistara,12/05/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,18:50 13 May,1 stop,No info,9135.0,25.83333333333333h
Air Asia,12/04/2019,Kolkata,Banglore,nan,22:50,01:20 13 Apr,non-stop,No info,4409.0,2.5h
Jet Airways,21/05/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,04:40 22 May,1 stop,In-flight meal not included,10844.0,8.666666666666666h
Multiple carriers,27/05/2019,Delhi,Cochin,DEL → BOM → COK,09:00,19:00,1 stop,No info,10407.0,10.0h
Multiple carriers,27/05/2019,Delhi,Cochin,DEL → BOM → COK,07:30,19:00,1 stop,No info,9315.0,11.5h
nan,24/05/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,04:40 25 May,1 stop,In-flight meal not included,9663.0,7.5h
IndiGo,21/03/2019,Delhi,nan,DEL → BOM → COK,18:35,01:35 22 Mar,1 stop,nan,9264.0,7.0h
SpiceJet,15/05/2019,nan,Kolkata,MAA → CCU,09:45,12:00,non-stop,No info,nan,2.25h
IndiGo,24/06/2019,Delhi,Cochin,DEL → HYD → COK,05:05,12:10,1 stop,No info,6442.0,7.083333333333333h
Multiple carriers,9/05/2019,Delhi,Cochin,DEL → BOM → COK,17:30,01:30 10 May,1 stop,No info,15078.0,8.0h
IndiGo,1/05/2019,Kolkata,Banglore,CCU → NAG → BLR,18:05,23:30,1 stop,No info,6218.0,5.416666666666667h
Jet Airways,12/06/2019,Delhi,Cochin,DEL → BOM → COK,13:00,12:35 13 Jun,1 stop,In-flight meal not included,10262.0,23.58333333333333h
Multiple carriers,9/03/2019,Delhi,Cochin,DEL → BOM → COK,19:00,01:35 10 Mar,1 stop,No info,13677.0,6.583333333333333h
Jet Airways,24/06/2019,Banglore,Delhi,BLR → DEL,07:10,10:10,non-stop,No info,8016.0,3.0h
Jet Airways,3/06/2019,Delhi,Cochin,DEL → BOM → COK,17:30,12:35 04 Jun,1 stop,In-flight meal not included,10262.0,19.08333333333333h
SpiceJet,27/06/2019,Kolkata,Banglore,CCU → BLR,06:55,09:30,non-stop,No info,3873.0,2.583333333333333h
SpiceJet,27/06/2019,Delhi,Cochin,DEL → PNQ → COK,08:45,13:15,1 stop,No info,4812.0,4.5h
SpiceJet,15/05/2019,Mumbai,Hyderabad,BOM → HYD,22:45,00:15 16 May,non-stop,No info,2017.0,1.5h
IndiGo,21/03/2019,Kolkata,Banglore,CCU → BLR,20:25,23:05,non-stop,No info,4462.0,2.6666666666666665h
Air India,15/06/2019,Delhi,nan,DEL → AMD → BOM → COK,05:00,07:40 16 Jun,2 stops,No info,10231.0,26.666666666666668h
Air India,21/03/2019,Banglore,New Delhi,BLR → VGA → DEL,10:30,22:55,1 stop,No info,nan,12.416666666666666h
Air India,24/06/2019,Delhi,Cochin,DEL → HYD → BOM → COK,17:15,07:40 25 Jun,2 stops,No info,11989.0,14.416666666666666h
IndiGo,24/03/2019,Banglore,New Delhi,BLR → DEL,18:55,21:45,non-stop,No info,7303.0,2.833333333333333h
Jet Airways,21/04/2019,Banglore,Delhi,BLR → DEL,18:55,22:00,non-stop,No info,7229.0,3.083333333333333h
Jet Airways,21/06/2019,Mumbai,Hyderabad,BOM → HYD,08:45,10:15,non-stop,In-flight meal not included,4995.0,1.5h
Multiple carriers,15/06/2019,Delhi,Cochin,DEL → BOM → COK,13:00,21:00,1 stop,No info,7408.0,8.0h
Air India,15/05/2019,Kolkata,Banglore,CCU → GAU → DEL → BLR,nan,12:30 16 May,2 stops,nan,14960.0,19.75h
Air Asia,24/03/2019,Banglore,New Delhi,BLR → DEL,23:25,02:10 28 Mar,non-stop,No info,4482.0,2.75h
IndiGo,1/06/2019,Delhi,Cochin,DEL → HYD → COK,06:50,16:10,1 stop,No info,6442.0,9.333333333333334h
Jet Airways,12/05/2019,Banglore,Delhi,BLR → DEL,08:20,11:20,non-stop,In-flight meal not included,6144.0,3.0h
Jet Airways,27/05/2019,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,12:35 28 May,2 stops,No info,15129.0,26.916666666666668h
Air India,21/05/2019,Delhi,Cochin,DEL → GOI → BOM → COK,22:00,19:15 22 May,2 stops,No info,10231.0,21.25h
IndiGo,3/04/2019,Banglore,Delhi,BLR → DEL,20:00,22:50,non-stop,No info,4823.0,nanh
IndiGo,9/06/2019,Banglore,Delhi,BLR → DEL,08:30,11:20,non-stop,No info,4823.0,2.833333333333333h
Jet Airways,21/05/2019,Delhi,Cochin,DEL → BOM → COK,11:30,04:25 22 May,1 stop,In-flight meal not included,12898.0,16.916666666666668h
Jet Airways,1/05/2019,Mumbai,Hyderabad,BOM → HYD,19:35,21:05,non-stop,No info,5678.0,1.5h
Air India,9/03/2019,nan,Cochin,DEL → BHO → BOM → COK,05:55,07:40 10 Mar,2 stops,No info,14483.0,25.75h
Jet Airways,15/05/2019,Mumbai,Hyderabad,BOM → HYD,19:35,21:05,non-stop,In-flight meal not included,2228.0,1.5h
Multiple carriers,nan,Delhi,Cochin,DEL → HYD → COK,13:15,22:30,1 stop,No info,8018.0,9.25h
Multiple carriers,6/03/2019,Delhi,Cochin,DEL → BOM → COK,nan,21:00,1 stop,In-flight meal not included,15136.0,11.083333333333334h
SpiceJet,24/04/2019,Delhi,Cochin,DEL → MAA → COK,15:45,22:05,1 stop,No info,5583.0,6.333333333333333h
Air India,12/06/2019,Delhi,Cochin,DEL → CCU → BOM → COK,14:25,19:15 13 Jun,nan,No info,13381.0,28.83333333333333h
nan,15/03/2019,Banglore,New Delhi,BLR → COK → DEL,06:55,10:50 16 Mar,1 stop,No info,7932.0,27.916666666666668h
Jet Airways,9/05/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,08:15 10 May,1 stop,In-flight meal not included,7757.0,12.25h
Jet Airways,18/05/2019,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,04:25 19 May,2 stops,In-flight meal not included,nan,22.916666666666668h
SpiceJet,9/06/2019,Kolkata,Banglore,CCU → BLR,06:55,09:30,non-stop,No check-in baggage included,3841.0,2.583333333333333h
Air India,03/03/2019,Banglore,New Delhi,BLR → DEL,13:20,16:10,non-stop,nan,10216.0,2.833333333333333h
Air India,21/05/2019,Mumbai,Hyderabad,BOM → HYD,21:05,22:25,non-stop,No info,3100.0,1.3333333333333333h
Air India,21/03/2019,Delhi,Cochin,DEL → HYD → BOM → COK,17:15,19:15 22 Mar,2 stops,No info,8245.0,26.0h
Air India,01/03/2019,Banglore,New Delhi,BLR → CCU → DEL,11:05,19:50,1 stop,1 Long layover,14594.0,8.75h
Jet Airways,1/06/2019,Delhi,Cochin,DEL → BDQ → BOM → COK,18:25,12:35 02 Jun,2 stops,No info,14237.0,18.166666666666668h
Air India,21/05/2019,Kolkata,Banglore,CCU → JAI → DEL → BLR,08:20,23:15,2 stops,No info,13164.0,nanh
Jet Airways,9/06/2019,Delhi,Cochin,DEL → BOM → COK,20:55,04:25 10 Jun,1 stop,No info,14924.0,7.5h
Jet Airways,21/05/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,16:20 22 May,1 stop,In-flight meal not included,10844.0,19.166666666666668h
Jet Airways,6/05/2019,Kolkata,Banglore,CCU → GAU → BLR,10:20,17:35,1 stop,In-flight meal not included,7064.0,7.25h
Vistara,24/05/2019,Kolkata,Banglore,CCU → DEL → BLR,07:10,18:50,1 stop,No info,9555.0,11.666666666666666h
Multiple carriers,24/06/2019,Delhi,Cochin,DEL → BOM → COK,10:35,19:15,1 stop,No info,7155.0,8.666666666666666h
nan,9/06/2019,Delhi,Cochin,DEL → BOM → COK,08:00,19:00,1 stop,No info,12192.0,11.0h
Air Asia,18/05/2019,Delhi,Cochin,DEL → BLR → COK,16:45,07:10 19 May,1 stop,No info,7353.0,14.416666666666666h
IndiGo,27/06/2019,Delhi,Cochin,DEL → HYD → COK,07:35,12:10,1 stop,No info,5054.0,4.583333333333333h
Multiple carriers,15/06/2019,Delhi,Cochin,DEL → IXU → BOM → COK,17:50,01:30 16 Jun,2 stops,No info,18485.0,7.666666666666667h
Jet Airways,6/06/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,18:15,1 stop,In-flight meal not included,10844.0,11.75h
Jet Airways,18/05/2019,Banglore,Delhi,BLR → DEL,08:20,11:20,non-stop,In-flight meal not included,6144.0,3.0h
IndiGo,1/05/2019,Mumbai,nan,BOM → HYD,19:05,20:35,non-stop,No info,2754.0,1.5h
Multiple carriers,27/03/2019,Delhi,Cochin,DEL → BOM → COK,15:05,01:35 28 Mar,1 stop,No info,12327.0,10.5h
SpiceJet,6/05/2019,Kolkata,Banglore,CCU → BLR,06:55,09:30,non-stop,No check-in baggage included,3841.0,2.583333333333333h
Jet Airways,18/05/2019,Delhi,Cochin,DEL → BOM → COK,22:50,04:25 19 May,1 stop,nan,12373.0,5.583333333333333h
Air India,21/05/2019,Delhi,Cochin,DEL → GOI → BOM → COK,22:00,19:15 22 May,2 stops,No info,10231.0,21.25h
IndiGo,21/05/2019,Delhi,Cochin,DEL → BOM → COK,09:15,21:00,1 stop,No info,7318.0,11.75h
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,11:40,07:40 07 Mar,1 stop,No info,16736.0,20.0h
IndiGo,9/06/2019,Delhi,Cochin,DEL → LKO → COK,21:50,03:35 10 Jun,1 stop,No info,6195.0,5.75h
SpiceJet,6/06/2019,Mumbai,Hyderabad,BOM → HYD,05:45,07:15,non-stop,No info,2753.0,1.5h
SpiceJet,24/03/2019,Chennai,Kolkata,nan,09:30,12:05,non-stop,No check-in baggage included,3807.0,2.583333333333333h
Jet Airways,3/03/2019,Delhi,Cochin,DEL → IDR → BOM → COK,05:25,04:25 05 Mar,2 stops,No info,20064.0,47.0h
IndiGo,21/06/2019,Delhi,Cochin,DEL → COK,21:05,00:20 22 Jun,non-stop,No info,5406.0,3.25h
Air India,1/06/2019,Delhi,Cochin,DEL → GOI → BOM → COK,22:00,19:15 02 Jun,2 stops,No info,10441.0,21.25h
Jet Airways,6/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,09:45 07 May,1 stop,In-flight meal not included,8066.0,13.333333333333334h
Air India,27/06/2019,Banglore,Delhi,BLR → DEL,17:00,19:45,non-stop,No info,6961.0,2.75h
Vistara,21/03/2019,Delhi,Cochin,DEL → COK,14:55,17:50,non-stop,No info,5586.0,2.9166666666666665h
nan,1/06/2019,Delhi,Cochin,DEL → BLR → COK,17:40,23:00,1 stop,No info,7384.0,5.333333333333333h
Jet Airways,01/03/2019,Banglore,New Delhi,BLR → BOM → DEL,11:40,09:00 02 Mar,1 stop,No info,20800.0,21.33333333333333h
Jet Airways,nan,Kolkata,Banglore,CCU → BOM → BLR,06:30,12:00,1 stop,No info,13941.0,5.5h
Jet Airways,3/05/2019,Banglore,Delhi,BLR → DEL,08:20,11:20,non-stop,In-flight meal not included,5198.0,3.0h
SpiceJet,18/03/2019,Chennai,Kolkata,MAA → CCU,09:30,12:05,non-stop,No check-in baggage included,3807.0,2.583333333333333h
Multiple carriers,3/03/2019,Delhi,Cochin,DEL → HYD → COK,09:45,22:20,1 stop,No info,13838.0,12.583333333333334h
Air India,24/06/2019,Delhi,Cochin,DEL → HYD → MAA → COK,07:05,nan,2 stops,No info,11185.0,26.33333333333333h
Jet Airways,21/06/2019,Banglore,Delhi,BLR → DEL,nan,18:10,non-stop,nan,7229.0,2.9166666666666665h
Jet Airways,12/06/2019,Delhi,Cochin,DEL → BOM → COK,21:50,04:25 13 Jun,1 stop,In-flight meal not included,nan,6.583333333333333h
Air Asia,9/03/2019,Kolkata,Banglore,CCU → BLR,19:35,22:05,non-stop,No info,4384.0,2.5h
Jet Airways,27/06/2019,Delhi,Cochin,DEL → AMD → BOM → COK,13:25,12:35 28 Jun,2 stops,No info,12819.0,23.166666666666668h
Jet Airways,6/05/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,10:05 07 May,1 stop,In-flight meal not included,7757.0,12.916666666666666h
Air India,21/04/2019,Delhi,Cochin,DEL → BLR → COK,20:30,23:00 22 Apr,1 stop,No info,7174.0,26.5h
IndiGo,1/06/2019,Delhi,Cochin,DEL → HYD → COK,11:55,22:30,1 stop,No info,6674.0,10.583333333333334h
IndiGo,18/05/2019,Mumbai,Hyderabad,BOM → HYD,20:05,21:40,non-stop,No info,2227.0,1.5833333333333337h
Jet Airways,12/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,19:30,12:35 13 Jun,2 stops,No info,13014.0,17.083333333333332h
IndiGo,nan,Mumbai,Hyderabad,nan,16:55,nan,non-stop,No info,3175.0,1.5h
IndiGo,1/03/2019,Kolkata,Banglore,CCU → BLR,09:35,12:20,non-stop,No info,nan,2.75h
Jet Airways,1/04/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,23:35 02 Apr,1 stop,No info,12681.0,28.666666666666668h
Vistara,1/06/2019,Chennai,Kolkata,MAA → CCU,07:05,09:20,non-stop,No info,nan,2.25h
Jet Airways,15/06/2019,Mumbai,Hyderabad,BOM → HYD,19:35,21:05,non-stop,In-flight meal not included,3210.0,1.5h
IndiGo,6/03/2019,Kolkata,Banglore,CCU → BLR,20:25,23:05,non-stop,No info,4778.0,2.6666666666666665h
Multiple carriers,3/06/2019,Delhi,Cochin,DEL → BOM → COK,11:25,19:00,1 stop,No info,10877.0,7.583333333333333h
Vistara,24/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:20,10:45 25 May,1 stop,No info,9187.0,14.416666666666666h
Air India,15/03/2019,Banglore,New Delhi,BLR → COK → DEL,22:00,23:20 16 Mar,1 stop,No info,6850.0,25.33333333333333h
Jet Airways,12/05/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,18:15,1 stop,No info,14781.0,9.833333333333334h
Air India,6/05/2019,Kolkata,Banglore,CCU → GAU → DEL → BLR,16:45,08:55 07 May,nan,No info,nan,16.166666666666668h
Vistara,9/05/2019,Banglore,nan,BLR → DEL,07:00,09:40,non-stop,nan,4668.0,2.6666666666666665h
Jet Airways,24/05/2019,Kolkata,nan,CCU → BOM → BLR,06:30,12:00,1 stop,No info,nan,5.5h
Jet Airways,6/05/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,09:45 07 May,1 stop,In-flight meal not included,8066.0,16.75h
IndiGo,6/05/2019,Banglore,Delhi,BLR → DEL,13:00,15:50,non-stop,No info,3943.0,2.833333333333333h
Multiple carriers,1/06/2019,Delhi,Cochin,DEL → BOM → COK,07:30,19:00,nan,No info,11200.0,11.5h
Jet Airways,18/05/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,04:40 19 May,1 stop,In-flight meal not included,8586.0,9.75h
Jet Airways,12/06/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,10:05 13 Jun,1 stop,No info,13044.0,12.916666666666666h
Multiple carriers,3/06/2019,Delhi,Cochin,DEL → BOM → COK,09:15,19:15,1 stop,No info,8099.0,10.0h
Jet Airways,15/06/2019,Delhi,Cochin,DEL → BOM → COK,17:30,04:25 16 Jun,1 stop,In-flight meal not included,10262.0,10.916666666666666h
Multiple carriers,24/06/2019,Delhi,Cochin,DEL → IXU → BOM → COK,17:50,01:30 25 Jun,2 stops,No info,18275.0,7.666666666666667h
nan,27/05/2019,Delhi,Cochin,DEL → BOM → COK,06:00,21:00,1 stop,No info,8475.0,15.0h
SpiceJet,6/04/2019,Kolkata,Banglore,CCU → BLR,22:20,00:40 07 Apr,non-stop,No info,3873.0,2.333333333333333h
IndiGo,21/06/2019,Mumbai,Hyderabad,BOM → HYD,21:20,22:50,non-stop,No info,2227.0,1.5h
Jet Airways,6/03/2019,Delhi,Cochin,DEL → IDR → BOM → COK,05:25,19:45 07 Mar,2 stops,In-flight meal not included,16389.0,38.333333333333336h
Air India,3/05/2019,Banglore,Delhi,BLR → DEL,06:10,08:55,non-stop,No info,5228.0,2.75h
Air India,21/03/2019,Banglore,New Delhi,BLR → MAA → DEL,11:50,08:55 19 Mar,1 stop,No info,5092.0,21.08333333333333h
IndiGo,09/03/2019,Banglore,New Delhi,BLR → DEL,21:20,00:15 13 Mar,non-stop,No info,4777.0,2.9166666666666665h
Air Asia,24/03/2019,Banglore,New Delhi,BLR → DEL,05:50,08:40,non-stop,No info,3383.0,2.833333333333333h
Vistara,nan,Kolkata,Banglore,CCU → DEL → BLR,07:10,09:05 22 May,1 stop,No info,8452.0,25.916666666666668h
IndiGo,27/05/2019,Banglore,Delhi,BLR → DEL,23:30,02:20 28 May,non-stop,No info,3943.0,2.833333333333333h
Air India,24/06/2019,Mumbai,Hyderabad,BOM → HYD,21:05,22:25,non-stop,nan,3100.0,1.3333333333333333h
IndiGo,6/03/2019,Delhi,Cochin,DEL → BOM → COK,09:10,01:35 07 Mar,1 stop,No info,14871.0,16.416666666666668h
Jet Airways,21/06/2019,Banglore,Delhi,BLR → DEL,11:10,14:05,non-stop,No info,8016.0,2.9166666666666665h
Multiple carriers,12/06/2019,Delhi,Cochin,DEL → BOM → COK,06:00,19:00,1 stop,No info,11789.0,13.0h
Multiple carriers,15/05/2019,Delhi,Cochin,DEL → BOM → COK,11:40,19:00,1 stop,No info,10529.0,7.333333333333333h
Air Asia,15/03/2019,Banglore,New Delhi,BLR → DEL,05:50,08:40,non-stop,No info,5615.0,2.833333333333333h
nan,6/06/2019,nan,Banglore,CCU → MAA → BLR,15:05,20:20,1 stop,No info,4649.0,5.25h
Air India,9/06/2019,Kolkata,Banglore,CCU → IXR → DEL → BLR,05:50,23:15,2 stops,No info,12723.0,17.416666666666668h
Jet Airways,24/05/2019,Kolkata,Banglore,CCU → BOM → BLR,06:30,18:15,1 stop,In-flight meal not included,10844.0,11.75h
Jet Airways,3/06/2019,Delhi,Cochin,DEL → BOM → COK,20:55,19:00 04 Jun,1 stop,No info,14714.0,22.08333333333333h
Vistara,12/06/2019,Delhi,Cochin,DEL → COK,14:40,17:50,non-stop,No info,6216.0,3.1666666666666665h
IndiGo,15/03/2019,Kolkata,Banglore,CCU → BLR,09:35,12:20,non-stop,No info,4148.0,2.75h
IndiGo,6/03/2019,Delhi,Cochin,DEL → HYD → COK,06:40,12:00,1 stop,No info,5647.0,nanh
Jet Airways,15/05/2019,nan,Banglore,CCU → BOM → BLR,08:25,18:15,1 stop,In-flight meal not included,10844.0,9.833333333333334h
IndiGo,9/05/2019,Delhi,Cochin,DEL → HYD → COK,05:05,12:10,1 stop,No info,6818.0,7.083333333333333h
Air India,27/05/2019,Delhi,Cochin,DEL → GOI → BOM → COK,10:55,07:40 28 May,2 stops,No info,13643.0,20.75h
Multiple carriers,27/03/2019,Delhi,Cochin,DEL → BOM → COK,07:00,21:00,1 stop,No info,6358.0,14.0h
Jet Airways,1/06/2019,Delhi,Cochin,nan,13:00,19:00,1 stop,No info,14714.0,6.0h
SpiceJet,21/04/2019,Delhi,Cochin,DEL → PNQ → COK,08:45,13:15,1 stop,No info,6460.0,4.5h
Jet Airways,12/05/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,12:00 13 May,1 stop,In-flight meal not included,9663.0,14.833333333333334h
Jet Airways,21/05/2019,Kolkata,Banglore,CCU → BOM → BLR,nan,10:05 22 May,1 stop,nan,13941.0,nanh
Jet Airways,27/03/2019,Delhi,Cochin,DEL → BOM → COK,19:45,19:45 28 Mar,1 stop,In-flight meal not included,5963.0,24.0h
Jet Airways,15/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,19:30,12:35 16 Jun,2 stops,No info,13014.0,17.083333333333332h
Jet Airways,9/05/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,09:20 10 May,1 stop,In-flight meal not included,9663.0,16.833333333333332h
IndiGo,6/04/2019,Banglore,Delhi,BLR → DEL,13:00,15:50,non-stop,No info,4423.0,2.833333333333333h
Jet Airways,6/05/2019,Delhi,nan,DEL → JDH → BOM → COK,11:40,19:00,2 stops,No info,21219.0,7.333333333333333h
IndiGo,24/05/2019,Delhi,Cochin,DEL → BOM → COK,18:35,01:30 25 May,1 stop,No info,7503.0,6.916666666666667h
nan,24/06/2019,Kolkata,Banglore,CCU → BLR,21:25,00:05 25 Jun,non-stop,No info,4804.0,2.6666666666666665h
Jet Airways,9/05/2019,Delhi,Cochin,DEL → JAI → BOM → COK,09:40,12:35 10 May,2 stops,No info,15129.0,26.916666666666668h
Multiple carriers,27/03/2019,Delhi,Cochin,DEL → HYD → MAA → COK,07:10,21:20,2 stops,No info,6197.0,14.166666666666666h
SpiceJet,27/05/2019,Chennai,Kolkata,MAA → CCU,17:45,20:05,non-stop,No info,3597.0,2.333333333333333h
Multiple carriers,27/03/2019,Delhi,Cochin,DEL → BOM → COK,07:30,19:15,1 stop,No info,9100.0,11.75h
Jet Airways,1/06/2019,Mumbai,Hyderabad,BOM → HYD,07:05,08:30,non-stop,In-flight meal not included,4050.0,1.4166666666666667h
Multiple carriers,6/06/2019,Delhi,Cochin,DEL → BOM → COK,10:00,01:30 07 Jun,1 stop,No info,7723.0,15.5h
Jet Airways,9/05/2019,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,19:00 10 May,2 stops,No info,15129.0,19.916666666666668h
Jet Airways,18/05/2019,Delhi,Cochin,DEL → BOM → COK,08:00,19:00,1 stop,In-flight meal not included,12373.0,11.0h
IndiGo,3/05/2019,Banglore,Delhi,BLR → DEL,23:30,02:20 04 May,non-stop,No info,4591.0,2.833333333333333h
SpiceJet,9/03/2019,Chennai,Kolkata,MAA → CCU,08:20,10:35,non-stop,No info,6300.0,2.25h
Air India,24/03/2019,Banglore,New Delhi,BLR → DEL,17:00,19:45,non-stop,No info,5176.0,2.75h
Multiple carriers,15/06/2019,Delhi,Cochin,DEL → BOM → COK,09:00,19:00,1 stop,No info,12717.0,10.0h
Air India,18/03/2019,Chennai,Kolkata,MAA → CCU,11:40,13:55,non-stop,nan,nan,2.25h
SpiceJet,nan,Delhi,Cochin,DEL → MAA → COK,15:45,22:05,1 stop,No info,6749.0,6.333333333333333h
Jet Airways,12/05/2019,Kolkata,Banglore,CCU → GAU → BLR,nan,17:35,1 stop,In-flight meal not included,7064.0,7.25h
Jet Airways,21/05/2019,Delhi,Cochin,DEL → BOM → COK,07:05,12:35,1 stop,No info,16289.0,5.5h
