mon,dom,dow,carrier,flight,org,mile,depart,duration,delay
0,30,3,AA,,LGA,764,12.25,160,56
8,5,5,HA,,OGG,100,7.5,34,63
4,4,0,OO,,SMF,207,21.08,64,93
0,8,2,OO,,ORD,109,10.25,54,27
0,28,1,OO,,SFO,158,9.83,62,32
11,31,3,HA,,OGG,100,18,34,21
3,22,2,WN,,SJC,308,14.25,70,15
1,23,6,WN,,SFO,337,7.42,90,-18
8,21,0,UA,,ORD,1745,9.03,265,38
4,16,5,AA,,ORD,612,6.5,105,36
6,7,1,AA,,SFO,1846,23.5,240,27
0,15,2,US,,SJC,621,19.08,112,-13
11,7,0,UA,,ORD,589,18.08,110,-10
0,17,4,AA,,SFO,2586,13.5,323,61
7,6,3,UA,,ORD,1515,8,231,-18
8,16,2,AA,,ORD,978,12.17,150,23
10,12,3,WN,,SMF,389,18.33,75,-8
1,8,5,US,,LGA,185,10,75,24
1,3,0,UA,,SFO,2338,8.92,329,19
6,17,4,UA,,ORD,334,9.08,86,-6
6,2,3,UA,,SFO,2521,14.58,332,54
0,6,0,OO,,SFO,77,8.83,45,6
6,1,2,UA,,ORD,733,15.92,145,-12
0,5,6,UA,,ORD,783,11.08,124,14
9,25,6,OO,,SFO,158,9.88,60,11
1,15,5,AA,,ORD,740,16.67,139,20
10,12,3,AA,,ORD,1197,6,175,11
9,7,2,AA,,ORD,678,11.42,115,70
5,8,0,AA,,LGA,1097,6,170,22
3,8,2,B6,,ORD,1735,17.58,265,24
0,20,0,WN,,SMF,480,21.5,85,-10
2,15,6,WN,,SFO,414,14.42,90,8
5,28,6,UA,,ORD,1249,19.75,198,77
9,21,2,UA,,ORD,647,19.23,124,-26
9,6,1,OO,,ORD,416,14.93,89,-11
6,20,0,WN,,SMF,373,7.67,80,-3
1,19,2,UA,,ORD,1721,20.25,271,22
0,24,4,OH,,JFK,340,11.08,109,-19
11,14,0,UA,,SFO,967,19.23,142,20
2,30,0,WN,,SFO,651,12.42,120,-20
5,4,3,US,,SFO,651,19.42,121,-14
0,28,1,OO,,SFO,78,20.75,42,-9
10,30,0,AA,,LGA,733,15.17,160,167
0,1,2,AA,,SFO,2704,23.42,325,22
6,2,3,OO,,ORD,116,21.18,51,202
7,23,6,AA,,ORD,733,17.58,140,-5
10,11,2,WN,,SJC,342,6.75,75,-5
10,21,5,US,,SJC,621,18.17,109,-9
7,28,4,OO,,SFO,199,19.07,64,-6
8,5,5,WN,,SMF,1790,6.5,230,3
4,14,3,OO,,ORD,607,6.47,107,-6
10,9,0,WN,,SMF,647,19.42,105,124
1,13,3,AA,,LGA,1097,13.08,185,262
1,7,4,UA,,SFO,679,7.75,123,42
0,10,4,B6,,SFO,2586,23.08,323,108
0,18,5,AA,,LGA,733,19.48,160,17
5,15,0,UA,,JFK,2475,9.58,370,16
5,15,0,OO,,ORD,412,11.42,86,-6
9,30,4,AA,,JFK,1090,7.83,182,21
0,1,2,US,,LGA,335,10.75,92,-11
6,25,5,UA,,ORD,473,9.18,92,-5
4,22,4,B6,,JFK,2465,15.92,356,36
5,20,5,AA,,JFK,944,15.92,165,59
9,24,5,AA,,ORD,1118,10.33,180,21
4,3,6,AA,,ORD,1846,7.5,275,-14
1,5,2,AA,,ORD,802,13.75,150,36
5,16,1,UA,,ORD,1745,8.1,258,73
6,29,2,US,,LGA,214,7,70,-12
11,17,3,B6,,SJC,2569,21.92,321,57
4,19,1,UA,,ORD,334,21.67,79,20
10,27,4,UA,,ORD,867,13.33,139,78
11,9,2,US,,SFO,2296,7.5,277,30
11,16,2,OO,,ORD,462,17.25,99,65
1,18,1,UA,,ORD,678,19.5,123,12
5,7,6,US,,JFK,2248,9.67,335,18
4,2,5,OO,,ORD,491,7.63,97,18
7,2,6,UA,,ORD,334,11.05,86,-6
0,21,1,B6,,JFK,1626,21.33,275,92
8,16,2,B6,,JFK,944,20,185,-41
2,30,0,UA,,ORD,612,10.08,107,-11
7,1,5,OO,,SFO,304,11.37,92,7
6,31,4,OO,,ORD,438,18.48,94,39
7,19,2,US,,LGA,185,18,74,-21
1,6,3,AA,,SFO,2585,12.5,315,105
3,25,5,OO,,ORD,693,12.33,130,150
5,13,5,AA,,ORD,647,20.92,110,182
3,13,0,OO,,SFO,77,15.12,42,36
5,5,4,US,,ORD,599,17.75,116,33
2,23,0,WN,,SJC,342,10.83,75,-11
1,8,5,WN,,SMF,358,19.58,70,24
4,9,5,UA,,SFO,447,8.58,91,-3
11,29,1,AA,,ORD,867,6.5,130,1
3,22,2,UA,,ORD,867,13.08,146,34
1,8,5,OO,,SFO,238,7.43,75,52
11,14,0,OH,,JFK,892,18.92,198,98
6,11,5,HA,,OGG,100,20.17,34,-9
11,1,1,US,,SJC,621,12.58,107,121
10,18,2,AA,,JFK,1005,15.5,190,20
11,21,0,US,,SFO,2296,11.33,278,30
6,1,2,B6,,JFK,2446,18.67,371,-19
8,14,0,UA,,ORD,528,18.65,101,92
1,18,1,WN,,SJC,333,6.5,70,-1
10,19,3,OO,,SJC,234,16.83,67,132
1,9,6,AA,,ORD,1515,14.5,240,-6
0,30,3,OO,,SFO,599,10.25,107,7
6,25,5,UA,,JFK,2586,11,382,140
2,23,0,AA,,LGA,733,13.5,165,-25
7,18,1,OO,,SFO,599,16.08,108,6
7,4,1,WN,,SJC,342,18.75,75,25
11,24,3,OO,,SFO,250,18,81,35
5,2,1,AA,,ORD,1829,9.92,265,24
7,22,5,WN,,SJC,333,11,70,-5
10,18,2,OO,,SFO,86,8.58,45,-6
9,20,1,OH,,JFK,301,12.58,89,-9
4,10,6,OH,,JFK,483,16.58,138,-29
0,3,4,B6,,JFK,541,7,135,42
9,7,2,UA,,ORD,316,21.5,75,8
3,6,0,UA,,SFO,414,17.75,91,11
6,6,0,OO,,SFO,599,13,108,-5
0,3,4,AA,,ORD,1745,9.67,265,44
1,2,6,OO,,ORD,160,20.83,56,43
3,25,5,AA,,JFK,1090,8.75,185,2
6,29,2,UA,,ORD,867,21,135,82
0,4,5,WN,,TUS,451,20.08,95,116
1,14,4,UA,,ORD,612,16,106,26
2,27,4,UA,,ORD,606,16.92,117,58
2,7,5,HA,,OGG,100,14.42,34,2
1,19,2,UA,,ORD,1182,19.17,179,23
2,8,6,UA,,JFK,2475,11.33,375,50
4,13,2,OO,,SFO,326,13.08,70,-6
1,23,6,OO,,SFO,158,22.25,59,129
6,14,1,AA,,ORD,1739,19.33,260,84
1,25,1,AA,,ORD,1005,19.92,150,128
9,26,0,WN,,SMF,389,16.42,75,27
7,22,5,OO,,ORD,299,10,75,48
10,12,3,UA,,SFO,2445,12.12,308,67
8,2,2,OO,,SFO,192,14.35,59,25
9,31,5,B6,,LGA,950,21,168,3
8,16,2,HA,,OGG,100,21,34,-12
8,23,2,UA,,ORD,1739,20.4,262,27
0,5,6,UA,,JFK,2475,6.83,377,55
3,18,5,WN,,SFO,337,21.83,85,5
11,21,0,UA,,SFO,2419,12.95,302,70
8,10,3,US,,ORD,1440,14.17,226,23
10,30,0,UA,,ORD,1440,16.95,235,223
10,8,6,UA,,ORD,733,17.08,142,-21
3,17,4,OH,,ORD,264,19.27,74,25
6,1,2,UA,,JFK,2586,11.08,382,35
11,23,2,OO,,ORD,109,7.58,51,17
4,17,6,AA,,ORD,1723,10.33,255,-36
0,21,1,UA,,SFO,550,16.15,100,142
7,5,2,UA,,SFO,550,11.12,100,25
2,3,1,AA,,ORD,802,9.33,150,78
4,4,0,UA,,SJC,948,13.75,149,2
5,15,0,UA,,SFO,550,22.33,99,16
6,24,4,UA,,ORD,264,9.43,73,24
11,8,1,WN,,SMF,605,6.75,115,9
1,15,5,WN,,SJC,308,19.67,70,46
6,23,3,AA,,ORD,1726,18.83,255,-21
5,22,0,AA,,JFK,2475,9,355,-26
0,26,6,OO,,SFO,421,16.5,82,43
0,23,3,UA,,ORD,719,21,122,74
3,4,5,AA,,JFK,2586,11,379,37
4,28,3,UA,,ORD,1182,18.17,181,5
6,7,1,UA,,SMF,910,10.65,141,-1
8,4,4,B6,,JFK,187,9.92,71,6
11,10,3,WN,,SMF,358,20.75,70,3
0,23,3,UA,,ORD,235,21.33,71,55
3,11,5,UA,,SFO,2398,9.08,317,18
11,4,4,UA,,ORD,1846,14.97,282,-29
4,26,1,OO,,ORD,116,16.78,49,-7
9,25,6,US,,SJC,621,6.33,111,2
7,20,3,UA,,LGA,733,12,156,-10
1,12,2,WN,,SMF,1790,12.75,235,36
8,20,6,AA,,ORD,719,6.58,120,-3
7,8,5,UA,,ORD,867,9.33,135,3
7,25,1,AA,,ORD,1829,20.67,270,32
1,10,0,UA,,ORD,783,20.92,122,88
10,14,5,AA,,ORD,1249,10.08,215,-10
10,26,3,AA,,JFK,1090,5.75,200,-15
4,1,4,AA,,ORD,1440,7.58,220,-1
11,12,5,OH,,LGA,431,6.5,110,83
6,9,3,UA,,ORD,723,13.87,120,96
1,17,0,AA,,ORD,867,13.92,140,82
6,6,0,B6,,JFK,1182,20,208,2
4,13,2,UA,,ORD,473,21.42,91,57
2,7,5,WN,,SJC,308,19.67,70,34
4,11,0,AA,,ORD,177,15.33,60,58
6,1,2,WN,,SMF,605,13.75,105,-6
9,14,2,AA,,ORD,1440,9.92,230,-4
8,13,6,AA,,ORD,334,13,90,64
11,17,3,OO,,SFO,599,21.07,102,-10
6,25,5,UA,,SFO,550,18.92,96,-15
2,28,5,AA,,JFK,2586,7,385,22
8,3,3,US,,LGA,185,12,74,-22
2,23,0,AA,,ORD,802,15,155,-9
4,22,4,UA,,ORD,888,6.08,149,16
5,27,5,UA,,LGA,733,15,154,-11
0,27,0,WN,,SMF,480,9.5,85,8
2,22,6,HA,,OGG,84,12.08,31,-5
9,17,5,B6,,JFK,2569,17.67,400,-32
0,11,5,OO,,SFO,451,21.28,93,32
8,12,5,UA,,SFO,337,13.7,88,36
2,16,0,OO,,SFO,599,13,108,19
7,3,0,AA,,ORD,1120,7,165,5
8,2,2,UA,,SMF,1781,9.97,234,-13
10,9,0,OH,,ORD,264,18,75,-6
7,21,4,UA,,ORD,1745,17.2,258,-6
0,18,5,AA,,LGA,733,15.58,160,36
1,27,3,UA,,ORD,1440,17.67,232,92
7,5,2,UA,,ORD,865,18.78,140,73
4,24,6,HA,,OGG,100,14.05,34,-8
5,8,0,UA,,ORD,1745,14.32,261,102
5,24,2,WN,,SJC,417,20.25,80,34
2,11,2,AA,,ORD,1236,10.33,200,-33
9,16,4,AA,,JFK,740,17.33,170,22
9,21,2,OH,,JFK,274,15.75,98,-2
3,24,4,OH,,JFK,187,19.08,98,-10
8,4,4,UA,,ORD,888,6.02,152,-11
6,26,6,B6,,JFK,1522,20,254,25
2,17,1,AA,,ORD,802,17.08,150,24
6,23,3,B6,,JFK,301,13.17,82,273
5,19,4,B6,,JFK,1028,7.92,173,5
6,19,6,B6,,JFK,1028,14.75,176,17
0,21,1,WN,,SJC,308,16.67,70,15
7,21,4,UA,,ORD,264,9.43,73,3
5,8,0,UA,,SFO,651,18.3,126,40
5,6,5,AA,,ORD,334,11.92,85,71
2,16,0,UA,,SFO,1846,11.87,251,109
8,10,3,AA,,ORD,606,15.58,125,-23
8,26,5,UA,,ORD,589,19.92,102,1
6,28,1,AA,,ORD,733,13.33,135,77
5,5,4,B6,,JFK,187,9.92,82,63
3,26,6,HA,,OGG,84,12.08,31,-8
4,15,4,UA,,ORD,403,20.52,86,20
6,29,2,UA,,ORD,1721,8.08,267,142
4,21,3,AA,,ORD,1726,11.67,255,-8
0,25,5,AA,,LGA,1097,6.17,180,-17
1,24,0,OO,,SMF,532,16.25,97,17
3,18,5,UA,,SMF,1781,6,237,8
11,16,2,OO,,SFO,191,17.83,66,85
6,1,2,AA,,ORD,802,10.83,140,-20
4,26,1,US,,LGA,544,8.25,120,-26
11,4,4,OH,,JFK,301,12.58,89,16
8,20,6,UA,,ORD,589,6,105,-5
7,19,2,WN,,SFO,414,14.25,90,2
3,14,1,OO,,SMF,207,21.08,64,104
5,14,6,B6,,JFK,2248,10.25,334,-1
3,4,5,B6,,JFK,1041,13,178,5
1,9,6,OO,,SMF,373,11.52,86,8
4,7,3,UA,,SJC,948,6.5,164,4
6,2,3,OO,,SFO,78,16.07,42,7
6,20,0,AA,,LGA,1097,17.42,190,-2
2,20,4,UA,,SFO,2586,13.5,324,20
2,2,0,OO,,ORD,462,17.17,101,71
8,12,5,UA,,ORD,1440,8.25,228,19
7,14,4,US,,JFK,2248,9.67,335,-24
11,15,1,UA,,SFO,337,22.27,86,-8
10,4,2,US,,SFO,651,9,119,-7
8,28,0,B6,,JFK,2446,9.5,360,-15
4,7,3,AA,,ORD,867,17.58,145,10
5,8,0,B6,,JFK,944,17.58,183,82
9,20,1,UA,,ORD,235,21.6,70,-6
9,10,5,OO,,ORD,67,17.15,51,22
7,6,3,UA,,ORD,1721,15.28,264,70
3,23,3,WN,,SJC,342,19.5,75,12
10,16,0,OO,,SFO,326,17.72,72,-5
6,8,2,OH,,JFK,766,19.92,179,46
1,19,2,UA,,ORD,334,11.17,85,20
1,4,1,UA,,ORD,599,15.75,108,214
10,21,5,UA,,ORD,1781,20.17,274,17
5,28,6,AA,,ORD,733,10.83,135,58
5,15,0,AA,,ORD,1723,13.83,245,170
7,15,5,WN,,SMF,1790,12.42,240,-9
11,5,5,UA,,ORD,719,21.23,128,-23
2,28,5,US,,SMF,397,20.67,84,-7
8,2,2,B6,,JFK,187,12.17,73,32
3,6,0,OO,,ORD,286,19.08,81,74
9,23,4,OO,,ORD,1041,8.4,167,18
9,1,3,AA,,ORD,733,18.08,135,-11
7,28,4,AA,,SFO,1464,0.67,200,-7
8,22,1,UA,,ORD,867,17.08,141,18
2,8,6,UA,,SFO,337,13,86,-13
7,11,1,US,,LGA,185,8,64,-14
3,21,1,AA,,ORD,1745,20.67,260,74
2,5,3,B6,,JFK,2248,10.5,355,-6
7,20,3,WN,,SJC,697,14.75,120,41
7,24,0,UA,,SFO,337,11.88,90,33
7,17,0,WN,,SFO,337,6.92,80,-15
3,15,2,OH,,JFK,144,19,96,9
7,15,5,B6,,JFK,301,7.92,87,37
6,19,6,AA,,SFO,1464,15.17,215,4
8,21,0,OO,,ORD,109,11.98,45,71
3,20,0,UA,,ORD,590,13.33,109,0
7,5,2,OH,,JFK,267,8.08,99,-6
6,7,1,OO,,ORD,286,21.82,83,98
11,6,6,OH,,JFK,426,16.67,131,-21
8,17,3,UA,,SFO,967,11.33,150,35
3,25,5,WN,,SMF,358,6.92,70,-9
7,25,1,OO,,SFO,372,15.47,93,9
0,6,0,UA,,OGG,2338,13.58,282,5
6,15,2,B6,,JFK,288,14.98,91,17
1,8,5,OO,,SFO,191,14.52,66,35
0,27,0,OO,,SFO,326,20.48,72,51
8,28,0,UA,,SFO,2419,12.92,306,32
5,16,1,AA,,ORD,1515,12.83,225,10
5,15,0,US,,SFO,651,15.58,120,-10
7,31,0,B6,,JFK,1597,23.98,222,17
4,10,6,WN,,SMF,358,18.33,70,-1
11,14,0,AA,,JFK,2475,17.33,385,113
7,5,2,WN,,SMF,480,11.67,85,-4
5,20,5,B6,,JFK,1005,18.5,191,42
5,4,3,AA,,LGA,887,15.92,165,24
9,28,2,UA,,ORD,334,8.03,92,-12
4,11,0,AA,,OGG,3711,17,425,33
9,5,0,OO,,SFO,77,10.67,48,23
0,12,6,UA,,ORD,606,6.47,114,-4
7,13,3,AA,,LGA,1097,17.42,190,2
10,6,4,B6,,JFK,288,16.17,109,49
0,28,1,AA,,JFK,2586,7,385,38
10,3,1,B6,,JFK,1428,8,257,-32
6,5,6,WN,,SMF,480,20.33,85,104
7,18,1,UA,,SFO,414,6.47,94,-7
11,7,0,UA,,ORD,733,18.08,141,181
11,26,5,UA,,ORD,733,18.08,141,4
3,20,0,AA,,ORD,740,16.83,155,19
0,26,6,AA,,ORD,978,21.58,165,-15
7,7,4,UA,,SFO,1504,11.52,214,16
1,22,5,AA,,ORD,403,7.75,85,-4
2,9,0,UA,,SFO,679,7.08,120,19
9,30,4,US,,ORD,599,13.92,115,-1
11,4,4,OO,,ORD,911,20.4,156,58
11,1,1,UA,,ORD,622,21.58,114,82
3,28,1,AA,,ORD,1745,18,265,34
9,4,6,AA,,SFO,2704,23.33,330,-6
3,28,1,B6,,SFO,2704,21.42,335,-17
6,29,2,WN,,SFO,651,12.25,120,-9
3,2,3,UA,,ORD,733,6,123,-17
1,1,5,US,,JFK,2153,9.75,353,33
8,14,0,UA,,ORD,837,19.92,135,11
3,14,1,UA,,SFO,2139,10.67,279,28
0,29,2,OO,,SFO,78,20.75,42,135
6,21,1,UA,,ORD,1829,20.58,271,24
3,2,3,AA,,ORD,733,21.58,115,20
7,24,0,UA,,LGA,1619,17.63,277,25
5,25,3,OO,,SFO,363,15.5,82,59
3,10,4,WN,,SJC,296,18.17,60,-8
9,12,0,UA,,ORD,1440,20.08,232,26
11,21,0,B6,,JFK,1989,20.33,338,34
1,17,0,UA,,ORD,1781,10.55,268,92
8,13,6,OO,,ORD,1332,9.67,212,92
6,19,6,UA,,ORD,612,20.83,107,9
7,19,2,UA,,ORD,802,8.08,150,-5
5,11,3,OO,,SFO,262,12.7,74,-16
7,20,3,UA,,ORD,1182,8.42,182,-2
5,15,0,WN,,SJC,296,12.08,60,146
1,6,3,UA,,SFO,414,10.75,92,1
7,11,1,B6,,JFK,2465,13.58,348,253
2,30,0,WN,,SJC,188,20.67,55,39
1,3,0,OH,,JFK,740,19.17,200,160
0,16,3,WN,,SMF,480,8.33,85,-12
1,14,4,UA,,ORD,1739,8.17,269,-18
2,7,5,WN,,SJC,342,13.42,75,18
0,23,3,UA,,SFO,2704,11.5,333,-18
11,28,0,OH,,LGA,641,8.33,150,70
6,5,6,OO,,ORD,738,17.93,137,5
3,13,0,B6,,JFK,1597,16.42,240,55
7,27,3,UA,,ORD,1515,11.98,231,27
5,1,0,OO,,ORD,130,10.2,54,-8
4,22,4,OO,,ORD,299,9.75,73,7
0,1,2,B6,,JFK,1005,19.17,200,33
5,16,1,AA,,LGA,1389,18.42,230,174
6,25,5,HA,,OGG,100,13.08,34,3
9,30,4,OH,,LGA,722,14,154,-8
5,23,1,B6,,JFK,1069,10.83,177,71
9,20,1,AA,,SFO,2586,11.5,340,-14
9,16,4,OO,,ORD,588,12.02,111,6
2,19,3,OH,,JFK,187,21.5,92,113
6,23,3,OO,,SFO,462,21.58,122,-8
0,6,0,AA,,LGA,764,18.92,150,-11
7,8,5,OO,,ORD,491,8.22,97,-8
11,6,6,OO,,SFO,153,11,59,21
0,21,1,WN,,TUS,451,16.92,90,23
3,26,6,AA,,ORD,867,16.58,145,70
6,24,4,OH,,JFK,508,21,145,1
5,27,5,UA,,ORD,733,19,129,145
4,21,3,WN,,SJC,342,14.42,75,-9
4,20,2,AA,,ORD,678,13.33,125,171
3,15,2,WN,,SJC,308,14.25,70,-3
4,20,2,UA,,SFO,679,10.7,123,9
3,17,4,B6,,JFK,288,8.08,96,-13
0,9,3,UA,,SFO,447,11.55,89,30
8,29,1,UA,,SMF,910,14.52,134,-3
4,24,6,AA,,ORD,606,14.92,120,-21
10,17,1,AA,,LGA,950,9,180,42
11,23,2,OO,,SFO,751,18.98,117,69
8,30,2,OO,,SFO,77,15.08,45,21
7,6,3,WN,,SJC,697,14.75,120,-14
11,26,5,AA,,ORD,1120,6.58,170,44
5,16,1,UA,,ORD,622,16.25,121,12
1,15,5,UA,,ORD,1745,12.5,268,-33
5,26,4,OH,,ORD,264,12,78,34
9,14,2,OO,,SJC,585,6,114,4
8,28,0,OH,,JFK,1522,17.67,269,62
11,2,2,WN,,SJC,296,17.5,60,9
0,4,5,UA,,OGG,2486,14.13,313,25
11,11,4,AA,,ORD,585,20.25,115,9
2,11,2,UA,,ORD,612,13.17,107,-8
7,31,0,UA,,SFO,2338,10.67,320,-1
11,31,3,AA,,ORD,1005,12.67,155,-24
0,27,0,OO,,SFO,599,16.02,110,147
4,22,4,AA,,JFK,2475,19.25,370,52
3,30,3,UA,,SFO,2338,16.5,321,130
0,12,6,UA,,SMF,1781,13.67,240,51
1,14,4,US,,TUS,110,12.75,49,37
3,1,2,UA,,SFO,2398,12.75,317,21
0,30,3,B6,,JFK,1182,7.58,208,10
4,1,4,OO,,SFO,158,15.75,58,-5
1,10,0,AA,,LGA,733,18.25,164,70
9,29,3,UA,,ORD,888,9.85,159,-3
11,28,0,OO,,ORD,177,11.52,61,21
3,10,4,OH,,JFK,340,16.25,128,-15
1,25,1,OO,,ORD,1186,10.07,194,35
6,10,4,OO,,SFO,329,20.7,93,1
6,8,2,HA,,OGG,100,14.05,34,57
8,5,5,AA,,ORD,733,20.5,125,-15
8,9,2,AA,,ORD,888,15.67,155,79
1,10,0,B6,,JFK,2446,17.83,395,72
7,5,2,UA,,ORD,1846,7.05,267,62
7,3,0,WN,,SFO,337,12,80,1
0,7,1,OH,,JFK,288,8.47,107,-21
11,20,6,OO,,SFO,462,15.32,125,63
7,20,3,UA,,ORD,1739,10.65,260,49
7,21,4,UA,,SFO,2139,11.17,295,21
8,12,5,UA,,ORD,867,17.08,141,78
5,18,3,UA,,ORD,1721,18.17,267,14
0,25,5,UA,,ORD,235,7.93,74,-14
3,23,3,OO,,SFO,316,9.25,76,-21
11,20,6,US,,ORD,1440,5,233,26
0,24,4,AA,,LGA,733,19.48,160,87
11,9,2,AA,,LGA,733,6,150,18
11,8,1,UA,,SFO,679,10.4,129,-4
5,17,2,OO,,ORD,286,17.98,83,53
10,6,4,OO,,TUS,639,8.67,115,0
5,23,1,OO,,SFO,462,9.37,123,-9
3,11,5,UA,,SFO,2419,8.87,313,-13
7,24,0,B6,,JFK,2569,17.92,390,18
11,12,5,AA,,ORD,733,15.25,135,131
2,13,4,AA,,SFO,2704,23.42,320,57
2,20,4,US,,ORD,1440,7.42,235,0
7,3,0,OO,,SFO,153,16.93,58,-3
5,24,2,B6,,JFK,426,12.42,104,0
4,11,0,AA,,JFK,1005,15.67,170,36
2,23,0,AA,,ORD,802,20.42,145,-10
2,28,5,WN,,SMF,647,6.25,110,-4
4,10,6,OH,,ORD,264,6,84,33
5,29,0,WN,,SMF,480,17,85,2
10,13,4,AA,,LGA,1097,14.08,190,-2
5,20,5,AA,,ORD,719,11.83,130,29
1,2,6,AA,,ORD,334,9.58,90,47
5,17,2,UA,,ORD,723,13.55,120,-6
0,8,2,UA,,ORD,837,20.25,146,53
2,20,4,OO,,ORD,462,17.17,101,-6
0,6,0,B6,,ORD,1735,17.58,265,171
2,20,4,B6,,JFK,1069,10.92,184,111
5,27,5,OO,,SJC,585,10.02,113,4
5,26,4,US,,LGA,214,6,68,-15
2,7,5,OO,,ORD,323,7.4,79,-11
11,29,1,OO,,SFO,462,21.42,124,-17
11,21,0,WN,,SJC,342,21.17,75,-8
0,15,2,UA,,JFK,2586,7.33,396,37
5,19,4,B6,,JFK,301,18.67,103,29
1,11,1,B6,,JFK,340,20.25,117,10
2,6,4,US,,LGA,214,8,74,-17
5,13,5,OO,,SMF,373,18.37,91,-4
1,20,3,UA,,ORD,678,17.92,122,83
8,27,6,B6,,JFK,187,15.67,87,93
6,17,4,UA,,ORD,299,22.78,74,56
2,25,2,UA,,LGA,733,7,156,0
9,5,0,UA,,SFO,2521,22.58,328,-2
0,23,3,US,,LGA,214,9,82,-1
10,21,5,AA,,ORD,1144,9.58,180,-9
10,24,1,UA,,SFO,414,12.83,98,-4
2,20,4,OH,,LGA,431,12.92,111,106
5,28,6,UA,,JFK,2586,17.33,413,44
4,4,0,AA,,SMF,1431,11.83,200,-15
7,10,0,OO,,ORD,475,17.02,96,18
5,6,5,OH,,LGA,641,10.92,146,-26
2,26,3,AA,,ORD,1745,9.67,270,19
0,15,2,B6,,JFK,264,17.58,98,142
6,25,5,OO,,ORD,475,16.83,96,0
7,13,3,UA,,SFO,414,18.28,94,-15
6,8,2,AA,,ORD,585,10.42,105,4
10,23,0,US,,LGA,214,17,75,-25
1,5,2,OO,,ORD,522,17.67,109,42
11,10,3,UA,,SFO,414,16.2,98,-8
2,17,1,WN,,SFO,447,10.42,90,-17
3,7,1,US,,SFO,2296,12.83,302,-29
9,8,3,OO,,TUS,451,11.02,91,-9
5,15,0,UA,,SFO,550,17.42,101,-12
2,21,5,UA,,SFO,2445,14.08,302,33
7,19,2,UA,,ORD,1781,10.17,262,-16
3,23,3,OO,,ORD,179,13.17,57,18
4,23,5,AA,,SFO,2585,20.83,315,28
7,2,6,OO,,SFO,844,12.38,136,20
3,18,5,OH,,JFK,267,20.58,96,1
11,14,0,AA,,ORD,1120,12.08,170,2
0,5,6,UA,,ORD,888,9,161,104
9,29,3,AA,,ORD,1197,8.5,175,-1
0,12,6,HA,,OGG,100,15.13,34,-3
6,3,4,UA,,SFO,337,14.72,87,-3
1,10,0,UA,,ORD,1739,19.92,269,26
3,15,2,AA,,ORD,612,20.42,100,25
3,12,6,B6,,JFK,740,16.33,180,152
4,21,3,UA,,OGG,2338,12.53,290,-3
5,30,1,US,,ORD,678,13.83,126,40
1,24,0,UA,,SFO,192,15.78,57,76
3,9,3,B6,,JFK,829,19.92,172,85
9,7,2,OO,,ORD,213,14.95,61,0
1,19,2,OO,,SFO,250,13.92,79,151
10,29,6,UA,,ORD,888,8.02,156,-19
5,13,5,UA,,ORD,1723,15.83,247,67
0,17,4,AA,,LGA,1097,10.67,195,160
11,4,4,UA,,SFO,337,6.25,82,-20
1,4,1,UA,,ORD,612,12,110,178
0,2,3,WN,,SJC,188,16.75,55,21
11,26,5,UA,,ORD,719,8.95,123,128
4,11,0,OO,,SMF,207,21.08,64,-9
3,11,5,OO,,ORD,531,8.95,101,-3
7,1,5,WN,,SJC,296,14.08,60,0
4,11,0,AA,,ORD,585,10.42,105,18
0,3,4,AA,,LGA,1389,12.75,250,-7
3,24,4,OO,,SFO,158,9.98,66,60
1,7,4,AA,,ORD,403,7.75,85,-1
8,26,5,UA,,ORD,612,6.93,103,38
6,11,5,WN,,SMF,605,13.75,105,-6
10,22,6,WN,,SFO,1855,11.75,250,-11
8,20,6,UA,,LGA,733,6.98,141,-21
10,26,3,OO,,SMF,532,9.92,99,-10
11,27,6,UA,,ORD,733,18.08,141,43
9,19,0,UA,,ORD,612,20.75,105,-2
2,18,2,OO,,ORD,654,13.83,107,2
11,28,0,OO,,TUS,639,6,115,1
4,21,3,UA,,ORD,612,13,109,-11
4,22,4,UA,,ORD,258,14.75,72,22
6,3,4,WN,,SJC,308,13.25,75,-8
2,30,0,WN,,SJC,417,19.17,80,26
3,24,4,AA,,ORD,678,11.75,115,71
1,23,6,OO,,SFO,522,8.33,93,71
7,11,1,B6,,JFK,426,8.08,105,-6
0,26,6,UA,,OGG,2486,21.83,300,10
3,22,2,UA,,ORD,612,18,109,4
2,25,2,OO,,SFO,896,12.42,138,36
2,12,3,AA,,ORD,740,16.67,139,14
2,23,0,OO,,ORD,717,19.75,121,90
0,9,3,US,,ORD,599,12.5,114,-31
10,17,1,OH,,LGA,722,13.93,151,-7
10,13,4,B6,,JFK,1597,20.75,247,23
5,28,6,AA,,ORD,733,20.58,120,24
0,27,0,WN,,SMF,397,19.67,80,212
4,17,6,UA,,ORD,594,19,108,-11
8,19,5,OO,,SFO,86,19.25,40,3
6,27,0,B6,,LGA,1076,13.33,179,121
9,26,0,OH,,JFK,301,21.75,104,26
9,14,2,AA,,SFO,2585,23.33,315,14
10,29,6,B6,,LGA,1076,13.42,179,-6
5,7,6,AA,,ORD,1118,10.5,170,75
2,25,2,B6,,JFK,740,9.5,169,46
10,25,2,US,,SFO,651,17.25,119,-6
10,23,0,AA,,LGA,1035,12,195,-38
6,7,1,B6,,JFK,2421,12,358,1
7,31,0,AA,,ORD,719,6.83,115,11
3,7,1,OH,,LGA,1011,10,197,101
